id,eng,afr,sot,nso,tsn,ssw,ven,tso,nbl,xho,zul,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info
icelda_academic_data_802,individualistic,individualisties,ya motho ka bomong,r ya botee,motho ka boene,muntfu ngamunye,zwo sedzaho muthu muthihi,-vuminamina,umuntu kozijameleko,okuba wedwa,umuntu ngamunye,"adjective, adverb","marked by individuality / The pianist’s individualistic performance surprised the audience, as no one had eve interpreted Chopin so individualistically before. / marked by individuality / The pianist’s individualistic performance surprised the audience, as no one had ever interpreted Chopin so individualistically before.","byvoeglike naamwoord, bywoord","gekenmerk deur individualiteit / Die pianis se individualistiese optrede het die gehoor verbaas, want niemand het Chopin voorheen so individualisties geïnterpreteer nie.","adjective, adverb","e tshwauwang ke boemo ba motho ka bomong / Tshebetso ya motho ka bomong ya moletsi wa piano e ile ya hlollang bamamedi, ka hobane ha ho na motho ya kileng a hlalosa Chopin ka mokgwa wa motho ka mong pele.","adjective, adverb","e swailwe ke botee / Botee bja moletši wa piano o makaditše babogedi, ka ge go se na yoo a ilego a hlatholla botee peleng.","adjective, adverb","mo go nang le karolo ya bo motho ka boene / Tsela e motshameka piano a neng a tshameka piano ka teng ka boene e gakgamaditse ba le bantsi, e re ka go se na ope yo o kileng a etsa Chopin bontle jaana jaaka e kete ke ene ka boene.","adjective, adverb","kumakhwe ngemuntfu ngamunye / Kusebenta kwasopiyano angumuntfu munye kumangalise babukeli, njengoba bekungamange kube khona lohumusha Chopin ayedvwana ngaphambilini.","adjective, adverb","zwi vhonalaho nga u vha zwa muthihi / Kutambele kwa piano kwa muthu muthihi kwo mangadza vhaṱaleli, saizwi hu sina we a vhuya a ṱalutshedza Vho Chopin sa muthu muthihi u thoma.","adjective, adverb","byi funghiwile hi vundzexe / Ku yimbelela ka vundzexe ka muchayi wa piyano ku hlamarisile vahlaleri, tanihileswi ku nga hava ni un’we wo tshama a kavanyeta Chopin mikarhi hinkwayo loko a nga si va mutirhiyexe.","adjective, adverb","umuntu ayedwa / Usopiyano odlale yedwa ngaphandle kwabanye umangaze ababukeli, ngombana akekho okhe wahlathulula i-Chopin njengomuntu ozijameleko ngokwakhe ayedwa.","adjective, adverb","okuphawulwa ngobubodwa / Ukudlala komdlali wepiyano eyedwa kumangaze ababukeli, kuba akekho umntu owake watolika uChopin eyedwa kanjalo ngaphambili.","adjective, adverb","ukuba ngumuntu ngamunye / Umbukiso womdlali wopiyano eyedwa wamangalisa izethameli, ngoba akekho owake wadlala i- Chopin eyodwa ngale ndlela."
icelda_academic_data_803,individuality,individualiteit,botho,botee,motho ka boene,bunye,vhuthihi,vundzexe,umuntu ngokupheleleko,ubuwedwa,ubuntu,noun,qualities that are typical of a particular individual / done for fashion and to express one's individuality. / whole of characteristics and qualities that are typical of a particular individual / Body piercings are a cosmetic trend done for fashion and to express one's individuality.,naamwoord,geheel van eienskappe en hoedanighede wat kenmerkend is van ’n bepaalde individu / Die maak van gaatjies in dele van die lyf en gesig is ’n kosmetiese neiging in navolging van die mode en om individualiteit uit te druk.,noun,botho kaofela le boleng ba motho ka ho qollehileng / ikgabisa e etswang bakeng sa feshene mme ho bona botho ba motho ka mong.,noun,kakaretšo ya semelo le boleng tšeo di emelago motho yo a itšego / go phula mašoba mmeleng ke setaele sa go botsefatša mo go direlwago setaele le go tšweletša botee bja motho.,noun,dikarolo le dinonofo tsa motho a feletse tse di mo tlhaolang jaaka motho yo o ikemetseng / Go iphunya mmele ke dilo tsa batho ba batla go ikgabisa go latela feshene le go itlhalosa bobone.,noun,tici netimphawu letifanako temuntfu lotsite / Kubhobota umtimba kungumkhuba wetimonyo tefeshini kanye nekuveta bunye bemuntfu.,noun,mbonalo dzine dza elana na idzo dza muthu o imaho ngauri / lunako ine ya itelwa fesheni na u sumbedza u vha vhuthihi.,noun,hinkwaswo swihlawulekisi na swivumbeko leswi nga swa xiviri ka munhu wo karhi / Swimbhovambhovana emirini i endlelo ra ntolovelo ro sasekisa leri endleriwaka bombo na ku hlamusela vundzexe bya munhu.,noun,yoke imikghwa namatjhwayo womuntu / Ukuthunjuswa komzimba yinjayelo yesimanjemanje esenziwako ukuveza ukuba mumuntu opheleleko.,noun,impawu xa zizonke ezifanele umntu othile eyedwa / Ukugqobhoza umzimba ngumzila wezobuhle owenzelwa ifashoni kunye nokuvakalisa ubuwedwa.,noun,izici noma izimfanelo eziphelele ngokuvamile zomuntu othile / Ukubhoboza umzimba kuyithrendi eyenzelwa imfashini futhi yokuveza ubuntu bothile.
icelda_academic_data_804,individuate,individueer,ho etsa motho ka ho qollehileng,teefatša,tlhalosa motho,kwehlukanisa,nga muthihi,vumba,ukuba mumuntu,yohlula kokunye okufanayo,ukuhlukanisa,verb,"to systematically integrate your thinking processes, senses, intuition and emotions, essentially an unconscious process / The phrase – the tallest man in England – will fail to individuate any person if the class of tallest men in England happens to have more than one member.",werkwoord,"jou denkprosesse, sintuie, intuïsie en emosies stelselmatig integreer, in wese ’n onbewuste proses / Die uitdrukking – die langste man in Engeland – kan geen persoon individueer as die klas langste mans in Engeland toevallig meer as een lid het nie.",verb,"ho kenyeletsa ka lenaneo ditshebetso tsa hao tsa ho nahana, maikutlo, mehopolo le boikutlo, ka ho kgethehileng ke tshebetso e etswang ntle le ho nahana / Polelwana – monna ya motelele ka ho fetisisa Engelane – e tla hloleha ho etsa motho ka ho qollehileng haeba sehlopha sa banna ba batelele haholo Engelane ho etsahala hore se be le ho feta setho se le seng.",verb,"kopanya gabotse ditshepetšo tša gago tša go nagana, temošo le maikutlo, tshepetšo ye bohlokwa le go se lemogege / Sekafoko – monna yo motelele go feta ka moka ka Engelane – o tla palelwa ke go teefatša motho mang goba mang ge phapoši ya banna ba batelele go feta ka moka ka Engelane go direga gore ba na le leloko la go feta le tee.",verb,"go itlholela tsela ya gago ya go akanya, dirwe tsa kutlo, maikutlo, thulaganyo e tota e diregang mme o sa e utlwe / Polelo e e reng – monna yo moleele go gaisa mo Engelane – ga e na go tlhalosa motho ope yo o rileng fa tlelase ya banna ba baleele thata mo Engelane e na le batho ba feta a le mongwe.",verb,"kuhlanganisa ngekulanszelanisa tinchubo tekucabanga, imicondvo, kufundza kanye nemiva, ngalokudzingekile inchubo yekungacabangi / Libintana- indvodza lendze e- Ngilandi- itohluleka kwehlukanisa noma ngumuphi Umuntfu uma liklasi lemadvodza lamadze engilandi kwenteka libe nemalunga langetulu kulinye.",verb,"u ṱanganyisa zwavhuḓi kuhumbulele kwavho, vhuḓipfi, luvhonela na zwine wa pfa, lwa ndeme sa maitele a sa vhonali / Ḽifurase – munna malapfusa ngei England – u ḓo kundelwa u lavhelesa muthu nga muthihi arali kiḽasi ya munna malapfusa ngei England I tshi vha na muraḓo a fhiraho muthihi.",verb,"ku hlanganisa maehleketelelo ya wena, switwi, vutivi byo kala nseketelo na matitwelo, hi mahlongati i endlelo ro kala miehleketo / Xivulwana – munhu wo leha ngopfu eNghilandi – u ta tsandzeka ku vumba munhu un’wana na un’wana loko tlilasi ya vanhu vo leha swinene eNghilandi swi kumeka leswaku u tlula xirho xin’we.",verb,"ukuhlanganisa indlela yokucabanga kwakho, imizwa, ukucabanga nokuzwa, kungokuqakathekileko begodu okunganapilo / Umcwana – umuntu omude khulu e-England – uzokuhluleka ukuba mumuntu ohlukileko nangabe kuba khona omunye umuntu ozokuba mude khulu emadodeni ase-England.",verb,"ukufaka ngandlela ithile iinkqubo zakho zokucinga, izivi, ukuziva neemvakalelo, kakhulu inkqubo engekho zingqondweni / Ibinza – eyona ndoda inde e-England – iza kusilela ukohlula kokunye okufanayo nawuphi umntu ukuba udidi lwamadoda amade e-England kwenzeka lube nelungu elingaphezulu kwelinye.",verb,"ukuhlanganisa ngohlelo oluthile izinqubo zakho zokucabanga, izinzwa, imizwa, nemizwelo, okuyinqubo eyenzeka ungaqaphele. / bonke eNgilandi – ngeke iphumelele ekukhetheni umuntu oyedwa uma kwenzeka ukuthi ikilasi elinamadoda amade kakhulu eNgilandi liba nelungu elingaphezu kwelilodwa."
icelda_academic_data_805,induce,veroorsaak,baka,hlohleletša/thomiša,tlhotlheletsa,-banga kweneteke,-ṱhe,-nyanyula,,-bangela,yenza,verb,cause to act or happen / The drug was found to induce anxiety.,werkwoord,iets laat gebeur / Daar is bevind dat die middel angs veroorsaak.,verb,ho baka ketsahalo hore e etsahale. / Sethethefatsi se fumanwe hore se baka thahasello e fetisisang.,verb,lebaka la go dira goba go direga. / Go hweditšwe gore seokobatši se be se šomišwa go hlohleletša tlalelo.,verb,go dira gore go dirwe sengwe kgotsa go dira gore sengwe se direge. / Go fitlhetswe gore seritibatsi se tlhotlheletsa tlhobaelo.,verb,yenta kutsi kwenteke lokutsite. / Lesidzakamiva satfolakala kutsi sibangela kulangatelela.,noun,muthu muthihi. / Vho ri vhathu nga vhoṱhe vha ite kosekose.,verb,vangelaka ku endla kumbe ku humelela. / Swi kumekile leswaku xidzidziharisi xi nyanyula nchavo.,,,verb,unobangela wokwenza okanye ukwenzeka. / Ichiza lifunyenwe likhuthaza inkxalabo.,verb,heha noma yenza ukuthi into ethile yenzeke. / Leso sidakamizwa kwatholakala ukuthi senza ukuthi umuntu abe nexhala.
icelda_academic_data_806,induction,induksie,,,,,,,,,,,"process of reasoning from the particular example to the general principle / An example of induction in logic is: Every time you eat peanuts you start to sneeze, therefore you must be allergic to peanuts.",naamwoord,"proses van redenering vanaf ’n spesifieke voorbeeld na die algemene beginsel / ’n Voorbeeld van induksie in logika is: Elke keer as jy grondboontjies eet, nies jy, daarom moet jy allergies vir grondboontjies wees.",,,,,,,,,,,,,,,,,,
icelda_academic_data_807,inductive,induktief,indaktive,ya matseno,fitlhelela tshwetso,kungenisa,sedza vhubvo,-ehleketa,okukhethekileko ukuya kokuzombelezako,fikelela kwisiphumo ngokuthelekisa nokunye,ngokubonisana,"adjective, adverb",arguing from the specific to the general / Our lecturer works inductively: He first gives examples within the context of his lecture from which we must then derive the general principles.,"byvoeglike naamwoord, bywoord","wat van die spesifieke na die algemene argumenteer / Ons dosent werk induktief: Hy gee eers voorbeelde binne die konteks van sy lesing, waaruit ons dan die algemene beginsels moet aflei.","adjective, adverb",ho phea kgang ho tswa tabeng e qollehileng ho isa ho e tlwaelehileng / Lektjhara ya rona e sebetsa ka mokgwa o indaktive: Pele o fana ka mehlala hara thuto ya taba eo a e rutang mme ho tswa ho yona o tlameha ho ntsha melao e tlwaelehileng.,"adjective, adverb",go nganga go tloga go se se itšego go ya go sa kakaretšo / Mofahloši wa rena o šoma ka matseno: O thoma ka go fa mehlala ka kgopolo ya thutophahlošo ya gagwe moo ke moka re swanetšego go hwetša kgopolo ya kakaretšo.,"adjective, adverb",go akanya ka bofelo jwa selo go tswa mo go se o se boneng kwa tshimologong / Motlhatlheledi wa rona o dumela mo go fitlheleleng ditshwetso go ya ka se a se bonang: O re naya pele dikai go tswa mo boemong jo a berekang ka jone a bo a re rona le bone gore ke melaometheo efe e e berekang.,"adjective, adverb",kuphikisana kusuka kulokucondzile kuya kulokutayelekile / Umfundzisi wetfu usebenta ngekungahambisani: Ucala ngekuniketa tibonelo kungcikitsi yesifundvo sakhe lekufanele sitfole kuso tinchubomgomo letetayelekile.,"adjective, adverb",u ṱaṱa u bva kha zwo livhaho u ya kha zwa u angaredza / Mugudisi washu vha shuma nga u sedza vhubvo: Vha ṋekedza tsumbo nga ngomu ha nyimele ya ngudo yavho ine khayo ra tea u bvisa milayo nyangaredzi.,"adjective, adverb",ku jhekanjhekisana ku suka eka xo karhi hi ku angarhela / Muleteri wa hina u tirha hi ndzetelo: U sungula hi ku nyika swikombiso endzeni ka mhaka a dyondzo ya yena ku suka eka lexi a faneleke ku va endzhaku ka sweswo hi susumeta milawu hi ku angarhela.,"adjective, adverb",ukuphikisana okusukela kilokho okukhethekileko ukuya kokuzombelezako / Ulektjhara wethu usebenza ngokuthoma kokukhethekileko aye kokuzombelezako: Uthoma ngokusinikela iimbonelo ezikhethekileko emqondweni welektjha yakhe bese-ke thina kufaneleko sisebenze ngemigomo evulekileko.,"adjective, adverb",ukuxoxa kokuthile ngqo ukuya koko kujikelele / Umhlohli wethu usebenza afikelele kwisiphumo ngokuthelekisa nokunye: Unika imizekeko kuqala kumxholo wesifundo sakhe eso kufuneka sithathe ke kuso imithetho- siseko jikelele.,"adjective, adverb",ukubonisana kusuka kokuthile kuya kokuvamile / Umfundisi wethu usebenza ngokubonisana: Unikeza kuqala izibonelo zomongo wesifundo sakhe bese kudingeka ukuthi sithole izimiso ezivamile kusuka kuzo.
icelda_academic_data_808,inevitable,onafwendbaar,e sa qojweng,senago go thibja/tlago diragala,-sa kakeng ya tilwa,-ngavikeleki,vhanga,leswi nga papalatekiki,-balekelwako,-qhelekileyo,okungavimbeki,adj / adjective,which cannot be avoided or prevented / Ageing and death are inevitable in human beings. / which cannot be avoided or prevented / beings.,byvoeglike naamwoord,wat nie vermy of voorkom kan word nie / Veroudering en dood is onafwendbaar by mense.,adj,e ke keng ya qojwa kapa ya thibellwa. / Kgolo le lefu ke dintho tse sa qojweng ho batho.,adj,seo se ka se phefogego goba thibelwa. / Botšofadi le lehu ga thibelege mo go batho.,adj,-ka se keng sa efogiwa kgotsa ka se ke sa thibelwa. / Go tsofala le loso ke dilo tse di sa kakeng tsa tilwa mo bathong.,adj,kuvikeleke. / tivikeleke emphilweni yemuntfu.,verb,u itisa nyito. / Mushonga uyu wo wanala u tshi vhanga mazhuluzhulu.,adj,leswi nga papalatekiki kumbe leswi nga sivelekiki. / Ku dyuhala na rifu i swilo leswi nga papalatekiki eka vanhu.,adj,lokho okungeze kwabalekelwa nanyana kwakhandelwa. / Ukuluphala nokuhlongakala kuzizinto ezingeze zabalekelwa babantu.,adj,engenakho ukuphetshwa okanye ukuthintelwa. / Ukuguga nokufa zizinto ezingenakunqandwa ebantwini.,adj,lokho okungeke kwagwemeka. / Ukuguga nokufa yizinto ezimbili umuntu angeke akwazi ukuzivimba kuye.
icelda_academic_data_809,infer,aflei,qeta,phetha,swetsa,-ngasho kutsi,sa tinyei,-yelanisa,-thatha,-thelekelela,ukuqonda,verb,to conclude by reasoning / From these facts one can infer that the company is making a profit.,werkwoord,deur redenasie aflei / Uit hierdie feite kan ’n mens aflei dat die maatskappy wins maak.,verb,"ho qeta ka mabaka. / Ho tswa dintlheng tsena, motho a ka qeta ka hore khamphani e etsa phaello.",verb,go fetša ka go fa lebaka. / phetha ka gore khamphani e dira poelo.,verb,go tsaya tshwetso ka go neela mabaka. / Go tswa mo dintlheng tse motho a ka swetsa gore setlamo se dira poelo.,verb,"kuphetsa ngekucabanga. / Ngekuya kwalamaciniso umuntfu angasho kutsi lenkampani iyayenta intalo, imali.",adj,tshi sa shavhei kana u thivhelea. / U aluwa na u fa ndi zwithu zwi sa tinyei kha vhathu.,verb,ku gimeta hi ku ehleketisisa. / Kusuka eka timhaka leti ta ntiyiso munhu a nga yelanisa leswaku khampana yi le ku endleni ka pindzulo.,verb,ukuphetha ngokuzicabangela. / Kilamaphuzu umuntu angathatha bona ikhamphani yenza inzuzo.,verb,ukugqiba ngokufumana izizathu. / Ukuvela kwezi nyaniso umntu angathelekelela ukuba inkampani yenza inzuzo.,verb,ukufinyelela esiphethweni ngokucabangela. / Uma ulandelela lawa maqiniso kulula ukuthi umuntu angaqonda ukuthi inkampani iyayenza inzuzo.
icelda_academic_data_810,inferior,minderwaardig,fokolang,ka tlase/nyatšegago/fokolago /monnyane,-nyatsegang,kungabaluleki,bula,swa xiyimo xa le hansi,-phasi,-nganeno,okuphansi ngezinga,adj / adjective,"lower in value, quality, position or importance / Some people think that government schools are inferior to private schools.",byvoeglike naamwoord,"van minder of geringer waarde, gehalte, stand of belang / Sommige mense dink dat staatskole minderwaardig is in vergelyking met privaat skole.",adj,"fatshe ka makgabane, boleng, boemo kapa molemo. / Batho ba bang ba nahana hore dikolo tsa mmuso di a fokola ho dikolo tsa poraefete.",adj,"fase ka boleng, maboleng, maemo goba bohlokwa. / Batho a bangwe ba nagana gore dikolo tša mmušo ke tša maemo a fase go dikolo tša poraefete.",adj,"-kwa tlase ka boleng, bokanakang, maemo kgotsa botlhokwa. / Batho bangwe ba nagana gore dikolo tsa puso ke tse di nyatsegang mo go tsa poraefete.",adj,"kuba nelinani lentsengo, lizinga, sikhundla lesiphansi noma kungabaluleki. / Bantfu bacabanga kutsi tikolwa tahulumede atikabaluleki kunetikolwa tangasese.",verb,u tshea tsheo ho shuma ngelekanyo. / Musi ho sedzwa zwiṱalusi izwi muthu a nga kona u bula uri khamphani i khou ita phurofiti.,adj,"swa le hansi hi nkoka wa nxavo, nkoka kumbe xiyimo. / Vanhu van'wana va ehleketa leswaku swikolo swa mfumo i swa xiyimo xa le hansi eka swikolo swa le xihundleni.",adj,"phasi ngobungako, ikhwalithi, indawo nanyana ukuqakatheka. / Abanye abantu bacabanga bona iinkolo zombuso zisezingeni eliphasi kunalezo zangasese.",adj,"ixabiso, umgangatho, indawo okanye ukubaluleka okungaphantsi. / Abanye abantu bacinga ukuba izikolo zikarhulumente zinganeno kunezikolo zabucala.",adj,"ukuba phansi ngokwenani, ngokwekhwalithi, ngokwesikhundla noma ngokokubaluleka. / Abanye abantu bacabanga ukuthi izikole zikahulumeni ziphansi ngokwezinga ukunezikole zangasese."
icelda_academic_data_811,inflate,opblaas,feteletsa,budulela,feteletsa/oketsa marago ka matlapa,khulisa,fhasi,-thathela,-federisa,-vuthela,yenza ihaba,verb,something or make something appear more impressive than it really is / The press inflated security issues. / to exaggerate the importance of something or make something appear more impressive than it really is / The press inflated security issues.,werkwoord,die belangrikheid van iets oordryf of iets indrukwekkender laat lyk as wat dit werklik is / Die pers het veiligheidskwessies opgeblaas.,verb,ho etsa ntho hore e hlahelle e kgahlisa ho feta kamoo e leng ka teng; ho feteletsa molemo wa ntho e itseng. / Kgatiso e feteleditse ditaba tsa tshireletso.,verb,go dira se sengwe se bonagale se kgahliša go feta ka moo se lego ka gona ka nnete; go feteletša bohlokwa bja se sengwe. / Dikuranta di feteleditše databa tša tšhireletšo.,verb,go dira gore sengwe se tlhagelele se kgatlhisa go feta ka moo se ntseng ka teng ka nnete; go feteletsa botlhokwa jwa sengwe. / Bobegakgang bo ne jwa feteletsa dintlhaphisego tsa tshireletso.,verb,kwenta intfo inonakale iyinkhulu kunaloko lokungiko; kuhabisa kubaluleka kwentfo letsite. / Betindzaba bakhulise tindzaba tekuphepha.,adj,"tshileme, vhuḓi, vhuimo kana ndeme zwa fhasi. / Hu na vhathu vhane vha vhona zwikolo zwa muvhuso zwi zwa fhasi kha zwa phuraivethe.",verb,xi ri lexi kokaka rinoko swinene ku tlula leswi xi nga xiswona hi ntiyiso; ku thathela nkoka wa xin'wana. / Maphephahungu ya thatherile timhaka ta vusirheleri.,verb,ukwenza into iqaleke iyihle khulu kunangendlela engakhona; ukufederisa ukuqakatheka kwento. / Iphepha-ndaba lifederise iindaba zabonogada.,verb,ukwenza into ethile ibonakale ithabathekisa kunangalapho ingakhona ngokwenene; ukugqithisa ukubaluleka kwento. / Abashicileli bavuthela imiba yokhuseleko.,verb,ukwenza into ibukeke sengathi yinhle ekubeni kungenjalo; ukuba nehaba mayelana nokubaluleka kwento ethile. / Abemithombo yezindaba yibona kanye abenza izindaba zokuphepha zibe yihaba.
icelda_academic_data_812,influence,beïnvloed,tshusumetso,huetša/tutuetša,tlhotlheletsa,faka umtselela,masiandaitwa,-kucetela,-thelela,-phembelela,ithonya,noun / verb,the effect or influence that something has on something else / Psychologists are increasingly seeing the negative influence of drug abuse on students’ academic success. / the effect that something has on something else / She studied the influence of drug abuse on academic achievement. / the effect that something has on something else / The negative influence of drugs on adolescents cannot be denied. / to have an effect upon / The student’s drug use negatively affects his performance.,naamwoord / werkwoord,’n uitwerking hê op / Die student se dwelmgebruik beïnvloed sy prestasie negatief.,noun / verb,kamo kapa tshusumetso eo ntho e itseng e nang le yona nthong e nngwe / Dingaka tsa mafu a kelello di bona ka ho eketsehileng tshusumetso ya tshebediso e mpe ya dithethefatsi katlehong ya dithuto tsa baithuti.,noun / verb,go ba le kamego mo. / O ithutile khuetšo ya tšhomišompe ya diokobatši mo go katlego ya thuto (akhademiki).,noun / verb,go nna le ditlamorago mo go sengwe/mongwe. / O ithutile ka ga tlhotlheletso ya tiriso e e botlhaswa ya diritibatsi mo phitlhelelong ya dithuto tsa akatemiki.,noun / verb,kuba nemtselela entfweni letsite. / Wafundzisisa ngemtselela wetidzakamiva ekuzuzeni temfundvo.,noun / verb,mveledzwa kana ṱhuṱhuwedzo dzine tshithu tsha vha nadzo kha tshiṅwe tshithu / Vhasaikhoḽodzhi vha khou ṋaṋa u vhona masiandaitwa mavhi ane zwidzidzivhadzi zwa vha nayo kha u bvelela ha matshudeni.,noun / verb,ku va ni nkucetelo ehenhla ka xo karhi. / U dyondzile nkucetelo wa matirhiselo yo biha ya xidzidziharisi eka ku humelela eka swa dyondzo.,noun / verb,ukuba nomthelela entweni. / Ufunde umthelela iindakamizwa ezinawo enzuzweni yefundo.,noun / verb,ukuba nefuthe kwinto. / Uphonononge impembelelo yokusebenzisa kakubi ichiza ekufikeleleni imfundo ephakamileyo yaseyunivesithi.,noun / verb,ithonya okuthile okunalo kokuthile / Odokotela bengqondo balokhu bebona ukwanda kwethonya elibi ukusebenzisa kabi izidakamizwa okunakho empumelelweni yezemfundo yabafundi.
icelda_academic_data_813,influential,invloedryk,e nang le tshusumetso,huetšago,na le tlhotlheletso,unemoya,ṱuṱuwedza,-kucetela,-thelelako,neempembelelo,kunethonya,adjective,"posessing influence or carrying weight / The wealthy capitalist is very influential, because everyone listens attentively to his influential proposals for alleviating poverty. / posessing influence or carrying weight / because everyone listens attentively to his influential proposals for alleviating poverty.",byvoeglike naamwoord,"wat invloed of gewig dra / Die ryk kapitalis is baie invloedryk, want almal luister aandagtig na sy invloedryke voorstelle om armoede te verlig.",adjective,"ho ba le tshusumetso kapa boima / Moruihadi wa mokhapitale o na le tsusumetso e kgolo, ka hobane motho e mong le e mong o mamela ka ditsebe tse lethwethwe ditshisinyong tsa hae tse nang le tshusumetso bakeng sa ho imolla batho bofumanehing.",adjective,"go huetša goba go ba le maatla / Rakgwebo wa mohumi o na le khuetšo ye kgolo, ka gore mang le mang o theeletša ka šedi ditšhišinyo tša gagwe tša go fokotša bohloki.",adjective,"nna le tlhotlheletso kgotsa boima / Rakgwebo wa mohumi o na le tlhotlheletso e kgolo thata, ka gonne mongwe le mongwe o mo reetsa ka kelotlhoko fa a ntsha dikakantsho tsa gagwe tse di nang le tlhotlheletso tsa go thibela lehuma.",adjective,"kuba nemoya noma kutfwala emandla / Bogcwalisa sabo sikhwama labanjingile banemandla, ngoba wonkhe wonkhe uyabalalelisisa kutiphakamiso tabo letinemandla tekucedza buphuya.",adjective,"zwi re na ṱhuṱhuwedzo kana u hwala tshileme / ṱhuṱhuwedzo vhukuma, ngauri muthu muṅwe na muṅwe u a thetshelesa nga vhuronwane kha makumedzwa a ṱuṱuwedzaho a u fhungudza vhushai.",adjective,"ku va ni nkucetelo kumbe ku va ni ntikelo / Mukhapitalisi wo fuma u ni nkucetelo swinene, hikuva un’wana na un’wana wa n’wi yingisela hi vukheta eka swibumabumelo swo kucetela ku antswisiwa ka vusweti.",adjective,"ukuba nomthelela nofana ukuthwala ubudisi / Umkhephithalisti osikhumkani unomthelela omkhulu, ngombana omunye nomunye uyanlalela nakahlongoza ukuqeda undlala ngekulumakhe enomthelela orherhako.",adjective,"ukuba neempembelelo okanye ukuba nobunzima / Ungxowa-nkulu osisityebi uneempembelelo, kuba wonke umntu umamela enike ingqalelo kwizindululo zakhe ezinempembelelo zokuphelisa ubuhlwempu.",adjective,kunethonya noma kunomthelela / ngoba wonke umuntu ulalelisa kahle imibono yakhe yokunciphisa ubumpofu.
icelda_academic_data_814,inform,inlig,matlafaditse,tsebiša/bega/bolela,itsise/sedimosetsa,-atisa,ḓivhadza,-havaxerisa,-azisa,-azisa,tshela,verb,to a person before / She informed the police about the robbery. / to have an important influence on something / The research showed how indigenous knowledge systems informed theory- building in the field. / to have an important influence on something / The research showed how indigenous knowledge systems informed theory-building in the field. / to provide facts that have not been known to a person before / It is good manners to inform your lecturer beforehand if you will not be able to attend his lecture. / to provide facts that have not been known to a person before / She informed the police about the robbery.,werkwoord,feite verskaf wat nie voorheen aan iemand bekend was nie / Dit is goeie maniere om jou dosent vooraf in te lig as jy nie sy lesing kan bywoon nie.,verb,ho ba le tswaetso ya bohlokwa hodima ntho e itseng. / Diphuputso di bontshitse hore tsebo ya setso e matlafaditse kaho ya boitsebelo thutong ena.,verb,go ba le khuetšo ye bohlokwa mo go se sengwe. / Nyakišišo e laeditšeka moo mokgwa wa tsebo ya motheo o laolago teori ya kago mo lefapheng.,verb,go tlamela motho ka dintlha tse a neng a sa di itse pele. / O ne a itsise mapodisi ka ga go thubelwa.,verb,kuba nemtselela lobalulekile entfweni letsite. / Lolucwaningo lukhombise kutsi kutsi lwati lwemdzabu lube nemtselela kanjani ekwakheni injulolwati kulomkhakha.,verb,u fha vhaṅwe vhuṱanzi kana mafhungo e vha v ha sa a ḓivhi. / Ndi ene we a ḓivhadza mappholisa nga ha vhuvemu.,verb,ku va ni nkucetelo wa nkoka eka xin'wana. / Ndzavisiso wu kombisile hilaha tisisiteme ta vutivi bya ndhavuko ti havaxeriseke thiyori eka xiyenge hakona.,verb,ukunikela amaphuzu angakhange anikelwe umuntu ngaphambilini. / Wazise amapholisa ngokudlelezela.,verb,ukunikela ngeenyaniso ebezingaziwa ngumntu ngaphambili. / Wazise amapolisa malunga nokuphangwa.,verb,ukunikezela ngamaqiniso abengaziwa yilowo muntu ngaphambi kwalokho. / Uyena owatshela amaphoyisa mayelana nokubanjwa kwenkunzi.
