id,eng,afr,zul,xho,ssw,nbl,tsn,nso,sot,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
dsac_multilingual_hiv_and_aids_terminology_119,counselling,berading,ukweluleka,ukululekwa kwengqondo / ukulungiswa kwengqondo,kweluleka ngekwengcondvo,ukuthotjwa komkhumbulo / ukuyelelisa,thobomaikutlo / thitibatsomaikutlo / kgophololo,tlhahlokeletšo,keletso ya kgothatso / tlhabollo ya maikutlo / thoba maikutlo,khuthadzo,ku nyika switsundzuxo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_120,counsellor,berader,umeluleki,umluleki-ngqondo / mlungisi-ngqondo,umeluleki,umthobimkhumbulo / umyelelisi,mothobamaikutlo / moritibatsamaikutlo / mokgopholodi,mohlahlikeletši,moeletsi / motataisi,mukhuthadzi,mutsundzuxi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_121,couple counselling,paartjieberading,ukwelulekwa kwabathandanayo,ukululekwa kwengqondo kwabathandanayo / ukulungiswa kwengqondo kwabathandanayo,kwelulekwa kwalabashadile / kwelulekwa kwetitsandzani / kwelulekwa kwalabatekene,ukuyeleliswa kweenthandani,thobomaikutlo ya baratani / thitibatsomaikutlo ya baratani / kgophololo ya baratani,tlhahlokeletšo ya balekane,keletso ya kgothatso ya balekane / tlhabollo ya maikutlo ya balekane,khuthadzo ya vhafunani,ntsundzuxo wa vatekani,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_122,cracked nipple,gebarste tepel,ingono eklayekile,ingono echachambileyo,ingono legatukile / ingono leklayekile,ikono egazukileko,phanyegothoba / phanyegotlhoko,tlhoko yeo e palegilego,tlhoko e petsohileng,ṱhungu yo baleaho,nhlungu yo pandzeka,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_123,cuddle,liefdevol vashou,-gona,ukugona / ukwanga,gona,ukugona,tlamparela,gokara,ho haka / ho kopa,kuvhatedza,ku vukarha,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_124,cunnilingus,kunnilingus / orale seks met vrou,ukukhotha inquthu / ukukhotha inhlunu / ukukhotha igolo,ukukhothwa ilungu langaphantsi lebhinqa ngolwimi / ukukhothwa ubufazi,inkhotsatatane / kunyalita,ukukitakita isifazi ngelimi,mokononnyo / mokonophephe / mokononnyo,boithabišo ka go latswa ditho tša bosadi,nyeka ditho tsa botshehadi,muṋanzwo wa vhudzimu ha musadzi,lakatso wa xirhoxisati,,,,,,,,,,,,,Vulgar / Vulgar,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_125,cure,genees / gesond maak,-elapha,nyanga,elapha / philisa,-lapha / -philisa,alafa / fodisa,fodiša / alafa,ho phekola / ho fodisa,ilafha / fhodza,horisa / tshungula,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_126,cure,genesing,ukwelapha,iyeza / ichiza,likhambi,ukulatjhwa / ukuphiliswa,kalafo / phodiso,phodišo / kalafo,pheko / phodiso,dzilafho / phodzo,ku tshungula / ku horisa,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_127,cut,sny,inxeba / ukusikeka,inxeba,linceba lekusikeka / linceba lekubengeka,inceba lokusikeka,lengapo / tshegego / lesego / lengapo,ntho,leqeba,mbanga / mbonzhe / fuvhalo,mbanga,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_128,death,dood,ukufa / ukuphangalala / ukushona,ukufa / ukubhubha / ukusweleka,kufa / kushona,ukuhlongakala / ukufa / ukubhubha,loso,lehu,lefu,lufu,rifu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_129,deformity,misvormdheid / gebreklikheid,ukuxhwala / ukukhubazeka,ubudalwa / ubulima / ukhubazeko,kuchwala / kukhubateka,ubuqhwala,bogole,tshekamo,bohole,vhuhole,vulema,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_130,dehydration,ontwatering / dehidrasie,ukuphelelwa amanzi,ukuphelelwa ngamanzi emzimbeni / ukungabinamanzi emzimbeni,kulahlekelwa ngemanti emtimbeni / kuphelelwa ngemanti emtimbeni,ukuphelelwa mamanzi emzimbeni,tlhaelometsi,tlhaelelo ya meetse mmeleng / gagalala / gwalala,kgaello ya metsi mmeleng / tahlehelo ya metsi mmeleng,tshayamaḓimuvhilini,ndzahlekelo wa mati mirini,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_131,delivery,bevalling / verlossing / kraam,ukubeletha / ukuteta,ukubeleka / ukuzala / ukukhululeka,kubeleka / kutala / kukhululeka,ukubeletha,tsholo / pelego,go belega,ho beleha / ho pepa,u vhofholowa / u tsa mirini / u beba,ku veleka / ku tswala,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_132,denial,ontkenning,ukungemukeli,ukungamkeli,kungemukeli,ukungamukeli / ukwala,ikgakantsho / kganelo,go gana / tatolo,ho se amohele / kgano / tatolo,u sa ṱanganedza / u hana ngoho,ku tiarisa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_133,depression,depressie,ingcindezi,ukudakumba / udandatheko / unxunguphalo,kudzangala / kulimala emoyeni,ukugandeleleka komkhumbulo / ukudamba / ukuba phasi emoyeni,kgatelelomaikutlo / ngodiego,kgatelelo ya monagano yeo e tseneletšego,ho tetebela maikutlo / ho kgathala moyeng / ho sithabela,mutsiko,ntshikelelomiehleketo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_134,dermatitis,dermatitis / velontsteking,isihlungu,uhlobo lwesifo sesikhumba,idemathayithisi / sifo sesikhumba,ukuhlohlonya kwesikhumba / ubuzikazikani besikhumba,lekgwekgwe / motshwêêtshwêê,go ruruga ga letlalo,lekgwekgwe / nngwae / motsokapere / kgophole,demathaithisi,vuvabyinhlonge,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_135,diagnostic test,diagnostiese toets,uxilongo lwezifo,uvavanyo lokufumanisa isifo ngokuxilonga,luhlolosifo / luphenyo lwesifo ngekwemitsi,ihlolo ngokupopola / ihlolo ngokuphengula / ihlolo ngokuhlahluba,tekotemogobolwetse,tekotemošo,tlhahlobo,ndingavhulwadze,nkambelohlahluvo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_136,diarrhoea,diarree / buikloop / maagwerking,uhudo / ukuhanjiswa isisu / ukukhishwa isisu / isisu esihambisayo,urhudo / utyatyazo,insheko / kuhudza,ukukhanjiswa yindeni / umphurhuzo / irhudo,letshololo,letšhollo / letšhologo,letshollo,u shuluwa / u guba / u shela / u rithea dangani,nchuluko,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_137,diarrhoeal disease,diarreesiekte,isifo sohudo,isifo sorhudo / isifo sotyatyazo,sifo sensheko / sifo sekuhudza,ubulwele bokurhuda / ubulwele bomphurhuzo,bolwetse jwa letshololo,bolwetši bja letšhollo / bolwetši bja letšhologo,lefu la letshollo,vhulwadze ha u shela / vhulwadze ha u shuluwa / vhulwadze ha u rithea ndangani / vhulwadze ha u guba,vuvabyinchuluko,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_138,die,sterf / doodgaan,-ifa / -shona / -phangalala,ukufa / ukubhubha / ukusweleka,fa,-hlongakala / -fa / -bhubha,tlhokofala / swa,hlokofala / hwa / hlokagala,-shwa / -feta / -oroha / -hlokahala,u lovha / u fa / u dzama,fa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_139,diet,dieet,uhlobo lokudla,isityo / idayethi,idayethi / kudla lokumiselwe,ukudla komuntu / idayethi,mofutanjo,dijo,mofuta wa dijo,lushaka lwa zwiḽiwa,swakudya,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_140,dildo,dildo,isingamthondo / umthondombumbulu,i-dildo / usinga-budoda / uzenzele welungu lobudoda / umfuziselo welungu lobudoda,idildo / lubolombumbulu,umphambili wokwenziwa / idilido,sekapolo / polomaitirelo / sekantsutsu,sekantoto,sekantoto / dildo,tshitungulomafanedza,dildo / ximakiwa xa xirho xa xinuna,,artificial penis,,,,,,,,,,,,,Vulgar,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_141,disability,gestremdheid,ukukhubazeka / ukuba isigoga / ukuxhwala,ubudalwa / ubulima / ukhubazeko,kukhubateka / kuchwala,ubuqhwala,bogole / bokoa,bogole / go se itekanele,boqhwala,vhuhole / vhuholefhali,vutsoniwa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_142,discharge,afskeiding,amabegolo / umjuzo,incindi yomzimba / ukuvuza kwencindi yomzimba ngenxa yosuleleko,kuchecha,ukuvuza,lebusa / tswenatsweno,kelelo ya diela tšeo di itšego tša mmele,lero le tswang dithong tsa bong,tshiluḓibviswa,mpfuto,noun,,,,,,,,,,Euphemism,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_143,discordant couple,diskordante paartjie,abathandanayo omunye ephila negciwane,abathandanayo apho omnye ephila nentsholongwane kagawulayo,labashadile lomunye aphila neligciwane njengelengculazi lomunye angenalo / labatsandzanako lomunye aphila neligciwane njengelengculazi lomunye angenalo,iinthandani omunye anomulwana,baratanitshwanonologo,balekane bao yo motee a nago le phetetšo,baratani bao e mong wa bona a nang le tshwaetso,vhafunani phambanywa nga vhulwadzedzekana,vatekani va swiyimo swa rihanyo swo hambana,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_144,discordant results,nie-ooreenstemmende uitslae,imiphumela ephikisanayo,iziphumo eziphikisanayo,imiphumela lephambanako / imiphumela lephikisanako,imiphumela engafaniko,dipholotshwanologo,dipoelo tša go se swane tša diteko,diphetho tse fapaneng,mvelelophambana,mimbuyelo ya swiyimo swa rihanyo swo hambana,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_145,discriminate,diskrimineer,-bandlulula / -cwasa,ukucalu-calula,bandlulula,-khetha / -bandlulula,tlhaola / tlhopholola / kgetholola,kgetholla,-kgetholla,ṱalula / khethulula,-hlawula,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_146,discrimination,diskriminasie,ukubandlulula / ukucwasa,ucalu-calulo,kubandlulula,ukukhetha / ukubandlulula,tlhophololo / tlhaolele / kgethololo,kgethollo,kgethollo,khethululo / tshiṱalula,xihlawuhlawu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_147,disease,siekte,isifo / ukufa,isifo,sifo,ubulwele / isifo,bolwetse,bolwetši,lefu / bohloko / bobabi,vhulwadze,vuvabyi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_148,doctor,dokter / mediese dokter / geneesheer,udokotela,ugqirha,dokotela,udorhodera,ngaka,ngaka,ngaka,ṅanga / maine / dokotela,dokodela / n’anga,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_149,donate blood,bloed skenk,-nikela ngegazi,nikezela ngegazi,nikela ngengati,-phisana ngeengazi,aba madi,aba madi,-fana ka madi,u ṋea malofha / u ṋetshedza malofha,nyikela ngati,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_150,dosage,dosering,isilinganiso somuthi wokwelapha,umlinganiselo,silinganisomutsi / litsamo lemutsi,umthamosilinganiso,selekano,tekanyetšo ya sehlare,tekanyetso ya moriana,mushongaphiṅwa,mpimo wa murhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_151,dose,dosis,isilinganisonani somuthi,umlinganiselo,silinganisomutsi / litsamo lemutsi,isilinganiso,selekano,sehlare seo se lekanego,tekanyo,phimo,mpimo wa murhi,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_152,DOTS,DOTS-program,uhlelo lokwelashwa uqashelwe / i-DOTS,indlela yokubona ukusebenza konyango / i-DOTS,i-DOTS / indlela yekucinisekisa kunatfwa kwemitsi,i-DOTS / isifundo sokwelapha ngokubeka ilihlo bunqopha,kelotlhokokalafo / togamaanokalafo,tšhetšothwii ya moalafša / DOTS,DOTS / kalafo ya lefuba e tlasa tlhokomelo,KHOPFUDZITSWI / khosopfufhi ya dzilafhotswii,NMVR / Nandzelelo wa Matshungulelo ya Vuvabyi bya Rifu,Acronym,,"akroniem afkomstig van Directly Observed Therapy, Short Course",,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_153,drug,dwelmmiddel / dwelm,isidakamizwa,isiyobisi,sidzakamiva,isidakamizwa / isidaki,seokobatsi / seritibatsi,seokobatši,sethethefatsi,ḓiraga / tshidzidzivhadzi,xidzidziharisi,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_154,drug,geneesmiddel / medisyne / medikasie,isidakamizwa / ikhambi / umshanguzo,ichiza,umutsi / likhambi / sidzakamiva lesimiselwe,isihlahla / umtjhoga,molemmo / setlhare,sehlare,setlhare / moriana,mushonga,murhi,medicine / noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_155,drug addict,dwelmslaaf / dwelmverslaafde,ihuhwa lezidakamizwa / isigqila sezidakamizwa,umntu orhumrhekileyo kwiziyobisi / ikhoboka leziyobisi,sigcili setidzakamiva,ikhobongo leendakamizwa / ikghoba leendakamizwa,lekgoba la diritibatsi / motshwakgogi wa diritibatsi,lekgoba la diokobatši / molemadi,lekgoba la dithethefatsi,phuli ya zwidzidzivhadzi,hlonga ra swidzidziharisi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_156,drug addiction,dwelmverslawing,ukuhuheka ezidakamizweni / ukuhuheka kuzidakamizwa,ukurhumrheka ziziyobisi / ubukhoboka beziyobisi,kugcilatwa tidzakamiva,ukukhobongeleka eendakamizweni / ukukghobokeleka eendakamizweni,bokgoba jwa diritibatsi,bokgoba bja diokobatši,bokgoba ba dithethefatsi,vhupuli ha zwidzidzivhadzi,vuhlonga bya swidzidziharisi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_157,drug interaction,middelinteraksie / geneesmiddelinteraksie / medisyne-interaksie,ukuxabana kwezidakamizwa noma kwemithi / ukungazweli kwemithi,ukukhabana kwamachiza / ukwalana kwamachiza,kulwisana kwemitsi / kulwisana kwetidzakamiva,ukurhagana kwemitjhoga / ukunyefisana kweenhlahla,tirisanomelemo,thulano ya diokobatši goba dihlare / tšhitišano ya diokobatši goba dihlare,twantshano ya meriana,tshumisano ya mishonga,lwisano wa mirhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_158,drug resistance,middelweerstandigheid / geneesmiddelweerstandigheid / medisyneweerstandigheid,ukungazweli kwemithi / ukungazweli kwemishanguzo,ukuqhelana komzimba neyeza / ukungevi komzimba iyeza / ukunganyangeki komzimba liyeza / ukungasebenzi kweyeza emzimbeni,kugwanya emitsini,ukubhalelimithi / ukubhaleliinhlahla,tshitamelemo / kemelanomelemo,go palelwa ga diokobatši go fodiša bolwetši bjoo ka tlwaelo bo folago / tšhitadiokobatši,ho se sebetse ha meriana mmeleng,vhutilamishonga / vhurindilamushonga,nsihalalo wa vutshunguri,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_159,drug therapy,geneesmiddelterapie / medisyneterapie,ukwelapha ngemithi / ukwelapha ngemishanguzo,ukunyanga ngamachiza,kwelapha ngemitsi,ukwelapha ngemitjhoga / ukwelapha ngeenhlahla,kalafo ka diritibatsi / kalafo ka melemo,kalafo ka diokobatši / kalafo ka dihlare,kalafo ka meriana,dzilafho nga mushonga,matshungulelo hi murhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_160,drug trial,medisyneproef,ukuhlola ukusebenza kwemishanguzo / ucwaningo lokusebenza kwemithi / ucwaningo lokusebenza kwemishanguzo,uvavanyo lwamachiza,luhlolo lwemutsi / lucwaningo lwemutsi / kulinga umutsi,ukulingelelwa kwemitjhoga / ukulingelelwa kweenhlahla,tekelelomelemo,tekonyakišišo ya diokobatši,teko ya tshebetso ya meriana,ndingamushonga,ndzingeto wa murhi,clinical trial,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_161,dry sex,droë-seks,ukomisa ingquthu / ukomisa inhlunu / ukuqoqa ingquthu / ukuqoqa inhlunu,ukomisa ubufazi / ukwabelana ngesondo okomileyo / ukwabelana ngesondo ilungu lobufazi lomisiwe / ukulalana ilungu lobufazi lomisiwe,kulalana lokukhwashile,ilalano elomileko,thobalanoomileng / nyokanoomileng,boikomišo bja setho sa bosadi pele ga thobalano,motabo o ommeng / thobalano e ommeng,vhudzekani ho omelwaho,vuomisaxirhoxisati,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_162,ELISA,ELISA / ensiemgekoppelde immunosorbeerbepaling / ensiemgekoppelde immuunsorberende essai,uhlobo lokuhlolela igciwane lesandulelangculazi / i-ELISA,uvavanyo lwentsholongwane kagawulayo / i-ELISA,i-ELISA / luhlolongati lweligciwane lwesandvulelangculazi,i-ELISA,tekelelo ya lebolelamading / ELISA / tekelelomadi ya HIV,ELISA,teko ya ELISA,ELISA,ELISA / kambela wa XIMPASA,Acronym,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_163,epidemic,epidemie,ubhubhane / umashayabhuqe wesifo,ubhubhane / umbulala-zwe,lubhubhane,umrhayilani / unorhatjhekile,segajaja / leroborobo,leuba,sewa,ephidemiki,ntungu,see also pandemic / noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_164,ethical standard,etiese standaard,umgomo owamukelekile wokuziphatha / umgomo omisiwe wokuziphatha,umgaqo wokuziphatha,umgomo wekutiphatsa,ikomba yokuziphatha,seemoboitshwaro / setho,maemo a setho / maemo ao a amogelegago,motheo wa boitshwaro,phimo ya maitelendavhelelwa,mikhuva yo amukeleka,often plural,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_165,ethics,etiek,inkambo / indlela yokuziphatha eyamukelekile / indlela yokuziphatha emisiwe,indlela yokuziphatha,indlelakutiphatsa lemisiwe,umukghwa wokuziphatha kuhle,botho / setho / boitshwaro,setho / maitshwaro ao a amogelegago,metheo ya boitshwaro,maitelendavhelelwa,mikhuva,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_166,excrete,uitskei,-inya / -bhosha / -zikhulule,zithume,khipha lokungasadzingeki emtimbeni,-nya / -bhabha / -kaka,itlhoma / nnyela / -nya / tlhaphologa / itlhoma / ithoma,go ntšhetša ditšhila tša mmele ntle,-ithusa / -ithoma / -nyela,u bvisa malaṱwa / nya,baba / gija / -nya,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_167,expiry date,vervaldatum,usuku lokuphela kwesikhathi,umhla wokuphelelwa lixesha,lusuku lwekuphupha / lusuku lwekuphelelwa bungibo,ilanga lokuphelelwa sikhathi,letlhakhutlo / letlhaphelelo,letšatšikgwedi la pheletšo / letšatši la mafelelo,nako ya ho fella ha tshebediso,ḓuvha ḽa u fhirelwa / ḓuvha ḽa u guma,siku ro hundzeriwa hi nkarhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_168,expressed breast milk,uitgemelkte borsmelk,ubisi lwebele olukhanyiwe,ubisi lwebele olukhanyiweyo,lubisi lwelibele lolusengiwe,umkghatho okghanyiweko,mekgato e e gamilweng,matutugamolwa / mekgatogamolwa,lebese le hanngweng letsweleng,mikandohamulelwa,mafi yo kamiwa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_169,extrapulmonary tuberculosis / extrapulmonary TB,ekstrapulmonêre tuberkulose / ekstrapulmonêre TB,ufuba olungahlaseli amaphaphu / i-TB engahlaseli amaphaphu,isifo sephepha esingesosamiphunga / ithibhi engeyoyamiphunga / i-TB engeyoyamiphunga,i-TB lehlasela letinye titfo temtimba ngaphandle kwemaphaphu / i-TB lengahlaseli emaphaphu,i-TB yezinye izitho,TB ya dirwe tse dingwe tsa mmele,TB ya go se be mafahleng,lefuba leo e seng la matshwafo,lufhiha lu si lwa mafhafhu / lufhiha lwa nga nnḓa ha mafhafhu,rifuva ra miri,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_170,faeces / feces / excrement / stool,ontlasting / stoelgang,indle / uthuvi / amasimba,ilindle,emasimba / emangcoliso / emakaka,amakaka / udede / uthuvi,masepa / mantle,mantle / makaka / masepa / mampho,mantle / masepa / lethete,matzhimba / malaṱwa / mamphu,mababa / mahuma / macimba,United States,,,,,,,,,,,,,,Vulgar / Vulgar,,Vulgar,,Vulgar,,Euphemism / Vulgar,
dsac_multilingual_hiv_and_aids_terminology_171,failure to thrive,onvermoë om te floreer,ukungakhuli / ukungasimami / ukunganonophali,ukunqaphela / ukudoda / ukundzatha,kungakhuli njengalokulindzelekile / kumbasha,-ridila,huba / tlhokakgolo,go se gole gabotse,ho se hole ka nepo,muṱono / khundelanyaluwo,tsandzekokukula,,baby or child,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_172,faithful relationship,getroue verhouding / troue verhouding,ubudlelwane obuqotho / ubudlelwane obuthembekile,ubudlelane obuthembekileyo,kutsandzana lokunekwetsembana,ukuzwana ngokuthembeka,thatanoikanyego,kamano ya potego / kamano ya go tshepana,kamano e nang le botshepehi,vhushakafulufhedzea,vuxaka byo tshembeka,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_173,fall in love,verlief raak,ukuba nomuzwa wothando / ukungena othandweni,ukwa eluthandweni,gana / ganwa,-qoma / -thanda,rata,go rata,-ratana,u funa,ku rhandzana,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_174,family food,gesinskos,ukudla kwasekhaya / ukudla komndeni,ukutya kwasekhaya,kudla kwasekhaya / kudla kwemndeni,ukudla komndeni,dijo tsa lelapa,dijo tša lapa,dijo tsa lelapa,zwiḽiwa zwa muṱa,swakudya swa ndyangu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_175,family planning,gesinsbeplanning,ukuhlela umndeni,ucwangciso-ntsapho,luhlelomndeni,ukuhlelwa komndeni,thulaganyopelegi,peakanyo ya lapa,thero ya malapa,vhuteamuṱa,nkunguhato,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_176,fatigue,vermoeidheid / uitputting,ukukhathala / ukubhocobala,udino / ukudinwa / ukutyhafa,kudzinwa / kukhatsala,ukudinwa okweqileko,letsapa,lapa kudu,mokgathala,maneto,nkarhalo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_177,fellatio / blow job,fellasie / fellatio / orale seks met man,ukuncela umthondo / ukukhotha umthondo,ukukhothwa kobudoda ngolwimi,inkhotsalubolo / ludlalisolubolo / ludlalisomphambili,ukumunya ubudoda,mokonopolo / mokonontsutsu,boithabišo ka go latswa ntoto,ho momona ditho tsa botona / felashiyo,muṋanzwo wa vhudzimu ha munna,felaxiyo / ku mama xirho xa xinuna,coarse slang,,,,,,,,,,,,,,Vulgar,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_178,female circumcision / female genital mutilation,vrouebesnydenis / vrouebesnyding / vrouegeslagsdeel-skending,ukusokwa kwabesifazane,ulwaluko lwamabhinqa,kusokwa kwalomsikati,ukusika kwelinyana,thupiso ya mosetsana / kgweriso ya mosetsana,lebollo la basadi,lebollo la banana,u fumbisa vhasadzi / u sevhetha,vukhomba,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_179,female condom / Femidom,vrouekondoom / Femidom,ikhondomu yabesifazane,ikhondom yamabhinqa / isingxobo sokwabelana ngesondo samabhinqa / isingxobo sokulalana samabhinqa,ikhondomu yalabasikati / ifemidomu / ifendomu,ikhondomu yabasikazi / ifemidomu,femidomo / khondomo ya sesadi / mosomelwana wa sesadi,khontomo ya basadi / kgotlopo ya basadi,khondomo ya basadi,khondomu ya vhasadzi,khondomu ya vaxisati,trade name,,handelsnaam,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_180,fever / pyrexia,koors / pireksie,umkhuhlane / imfiva,umkhuhlane / ifiva,imfiva / umkhuhlane,ifiva / ukutjhisa,letshoroma / moteteselo,phišo ya mmele / go fiša ga mmele,feberu,mufhiso / mudinyane,ku hisa ka miri,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_181,flu / influenza,griep,umkhuhlane / iflu / imfuluwenza,umkhuhlane / iflu,iflu / umkhuhlane lomkhulu / imbo,umkhuhlani / isikhuhlani / umgomani,foluu / sehuba,mpshikela / mokgohlwane / mokomane,ntaramane / mofikela,mukhushwane / mphigela / duda,mukhuhlwana,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_182,Diflucan,flukonasool / Diflucan,umshanguzo i-fluconazole,isibulala-ntsholongwane idayiflukheni / idayiflukheni,iflukhonazole / idiflukheni,iflukhonazoli / idayiflukheni,folukhonasole,flukhonasole / selwantšhadipudi,flukhonazoulu,Daiflukheni / fḽukhonazouḽu,murhi wa fluconazole,trade name,,handelsnaam,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_183,foetus / fetus,fetus,umbungu,igunkcu / ifithasi / umbungu,umbungu,umbungu,tlhaka / namane,namane,senamane,futhasi / fithasi / tshitumbuki,n’wanaxisungusungu,United States,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_184,follow-up,opvolg / opvolging,ukulandelela,ukulandelela,lulandzelelo / kulandzelela,ilandelelo,tatelelo,tatišišo,tatello,dzilafhohafhu,nandzeleriso,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_hiv_and_aids_terminology_185,follow up,opvolg,-landelela,ukuthatha amanyathelo,landzelela,-landelela / -thatha igadango,latelela,latišiša,-latella,ilafha hafhu,landzelerisa,verb,"e.g. treatment, visit",,,,,,,,,,,,,,,,,,,,
