id,eng,afr,zul,xho,ssw,nbl,tsn,nso,sot,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
dsac_multilingual_human_social_economic_and_management_sciences_terminology_119,debit,debiteer,ukudonsa imali yibhange,tsala intlawulo,dvonsa imali,dosa imali,goga,ntšha tšhelete / goga tšhelete,-debita,u kokodza,ku humesa mali / ku debita,verb,banking,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_120,debt,skuld,isikweletu,ityala / isikweliti,sikweleti,isikolodo / isikwelede,molato / sekoloto,sekoloto,sekoloto / molato,mulandu / tshikolodo,xikweleti,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_121,debt counselling,skuldberading,ukwelulekelwa izikweletu,iingcebiso ngamatyala / iingcebiso ngezikweliti,kwelulekwa ngesikweleti,ukwelulekwa komkolodi / ukwelulekwa komkweledi,kgakolololato / kgakololokoloto,keletšo go tša mekitlana / keletšo go tša dikoloto,thobo ya maikutlo ka dikoloto / thobo ya maikutlo ka melato,ngeletshedzo ya zwikolodo,ntsundzuxo wa swa swikweleti,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_122,debtor,debiteur / skuldenaar,umboleki,otyalayo / okwelitayo,umkweleti,umkolodi / umkweledi,mokoloti,mokoloti,mokoloti,mukolodwa / muvhilwa,mukoloti,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_123,debtors journal,debiteurejoernaal,ijenali yababoleki / ijenali yabakweleti,ijenali yabatyalayo / ijenali yabakwelitayo,ijenali yalabakweletako,ijenali yabakolodi / ijenali yabakweledi,jenalebakoloti,tšenale ya bakoloti,jenale ya bakoloti,dzhenaḽa ya vhakolodi,jenala ya vakoloti,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_124,debt relief,skuldverligting,ukukhululwa ezikweletini,ukophulelwa ityala / ukophulelwa isikweliti,kukhululeka etikweletini / kusitwa ngetikweleti,izwelo ngesikolodo / iphumuzo ngesikwelede,kimolololato / namolokoloto,kimollo sekolotong,kimollo ya sekoloto / kimollo ya molato,thulo ya tshikolodo,ku vevukiseriwa xikweleti,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_125,default,wanbetaling,ukuhluleka ukukhokha ngesikhathi,ukusilela ekuhlawuleni / ukusilela ekubhataleni / ukubhatala kakubi,kungwenya / kungabhadali kahle / kusilela ngembadalo / kusilela esikweletini,ukweqisa imbadalo / ukweqisa imbadelo,itlhokomolosotuelo,go tshediša go lefela,ho hloleha ho lefa,u sa badela,ku tlula ku hakela,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_126,deflation,deflasie,ukwehla kwamandla emali,ukwehla kwamaxabiso,kwehla kwemanani / kwehla kwentsengo,ukwehla kwetjhugulukontengo,kwelotlasetlhotlhwa / phokotsotlhotlhwa,phokotšego ya diporeisi / phokotšego ya ditheko,thutleho ya moruo / difleishene,vhutsamitengo,difulexini,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_127,demand,vraag,inani elidingekayo,imfuno,sidzingo,ifuneko,tlhokego,tlhokego,tlhoko,ṱhoḓea,xilaviwa,noun,for goods,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_128,demand curve,vraagkromme,isikhombanani lesidingo / igobela eliyisikhombizidingo,isalathi-tshintsho ngokweemfuno / isalathi-nguqu ngokweemfuno,sikhombisitidzingo,isitjengisifuneko,seropotlhokego / kerafotlhokego,kerafo ya taetšo ya tlhokego,mothinya wa tlhoko,tsumbaṱhoḓea,girafu ya swilaviwa,,economics,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_129,demand decrease,vraagafname,ukwehla kwenani elidingekayo,ukwehla kweemfuno,kwehla kwelizingatidzingo,ukwehla kwefuneko,phokotsegotlhokego,phokotšego ya tlhokego,phokotseho ya tlhoko,phungudzeo ya ṱhoḓea,hunguteko wa swilaviwa,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_130,dependency ratio,afhanklikheidsverhouding,isilinganisokondliwa ngokweminyaka,umyinge woxhomekeko / ireshiyo yoxhomekeko,kwelamalamana kwalabasebentako nalabangasebenti / ireshiyo yalabasebentako nalabangasebenti,isilinganiso sabondliwako,keloikaego,tekanyotšhupetšo ya bašomi le ba go se šome / rešiyo ya bašomi le ba go se šome,reshio ya bohlokomedi,ndivhanele ya u ḓitika,mpimoxiave wa lava tirhaka na lava nga tirhiki,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_131,depreciation,depresiasie / waardevermindering,ukwehla kwezinganani,ukwehla kwamandla emali,kwehla kwemandla emali / kwehla kwebungakomali / kwehla kwentsengo,ukwehla kobungako,kwelotlase / phokotsego,phokotšego ya boleng,phokolo,vhutsandeme,ku wa ka mali ya ncincano / ku wa ka kharensi,noun,foreign exchange,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_132,depression,depressie,ukuntenga komnotho,udodobalo-qoqosho,kuwa kwemnotfo,ukuwa komnotho,phutlhamo / kgatelelo,phuhlamo ya ikonomi,putlamo ya moruo,mutsiko wa ikonomi,ntshikelelo wa ikhonomi,noun,economy,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_133,devaluation,devaluasie,ukwehliswa kobunani,ukwehliswa kwamandla emali / ukuthotywa kwamandla emali,kwehliswa kwemandla emali,ukwehliswa kwamandla wemali yenarha / ukwehliswa kwamandla wemali yelizwe,phokotsoboleng,theošo ya boleng,phokotso ya boleng,vhutsandeme,hunguteko wa nkoka wa mali / hunguteko wa kharensi,noun,e.g. currency,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_134,developed country,ontwikkelde land,izwe elithuthukile,ilizwe eliphuhlileyo,live lelitfutfukile,inarha ethuthukileko / ilizwe elithuthukileko,nagatlhabologileng,naga yeo e hlabologilego,naha e tswetseng pele,shango ḽo bvelelaho,tiko leri hluvukeke,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_135,developed world,ontwikkelde wêreld,amazwe athuthukile,amazwe aphuhlileyo,emave latfutfukile,iinarha ezithuthukileko / amazwe athuthukileko,lefatshetlhabologileng,lefase leo le hlabologilego,dinaha tse tswetseng pele,ḽifhasi ḽo bvelelaho,matiko ya misava lama hluvukeke,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_136,developing country,ontwikkelende land,izwe elisathuthuka,ilizwe elisaphuhlayo,live lelisatfutfuka,inarha esathuthukako / ilizwe elisathuthukako,nagatlhabologang,naga yeo e hlabologago,naha e tswelang pele,shango ḽibveleli,tiko leri hluvukaka,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_137,direct deposit,direkte deposito,ukufaka imali ngqo,ufako-mali ebhankini,kufaka imali ebhange / imbadalongco yasebhange,ukudiphozitha imali bunqopha / ukufaka imali bunqopha,tsenyotlhamalalo / peeletsotlhamalalo,go panka / go panka tšhelete thwii,dipositi ka kotloloho / dipositi e tobileng,u dzhenisa ho lumbamaho / u dzhenisa ho livhaho,mbekiso wo kongoma,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_138,direct tax,direkte belasting,intela,irhafu,intsela / umtselo,umthelo onqophileko,lekgetho,lekgetho,lekgetho le tobileng / kgafa e tobileng,muthelo wo lumbamaho / muthelo wo livhaho,xibalo xo kongoma,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_139,discretionary income,diskresionêre inkomste,ingeniso esalayo,intsalela kwingeniso,insalelamalingena,imali esalela iimfuno,mogolo,mašaledi a letseno morago ga tefelo ya dinyakwa.,masalla a lekeno,tshelede tsalela,mali yo titlonya,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_140,disinvestment,disinvestering,ukuhoxisa utshalomali,urhoxiso tyalo-mali,luhocisolusiso / kuhociswa kwelusiso,ukutsonyulwa kwamasiso,kgogopeeletso / ntshopeeletso,go emiša peeletšo / go gogela peeletšo morago,tsetollo ya khapitale,ṱhunḓululo ya vhubindudzi,ku tshika ku vekisa,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_141,disposable income,besteebare inkomste,ingeniso ongayisebenzisa,intsalela kwingeniso,imali lesele emholweni / umholo sekuncutfwe konkhe,imali esalela iindingo,lotsenotshalelo,letseno leo le ka šomišwago,lekeno le ka sebediswang,mbuelo ya vhuṋe,nsalo endzhaku ka tihakelo,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_142,dissaving,ontsparing,ukusebenzisa obekongiwe,ukungongi / ukungabeki mali,kungongi,ukweqa amandla wengeniso,tirisophetisogolo,go šomiša go feta letseno / go diriša tšhelete ya go feta letseno,tshebediso ya tjhelete e fetang lekeno,thusatsengedzelo,ku nga hlayisi,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_143,diversify,diversifiseer,utshalomali ezindaweni eziningi,usasazo tyalo-mali,hlukanisa emasiso,-sisa eendaweni ezihlukileko / -hlukanisa amasiso,anamisa,go phatlalatša dipeeletšo,-tsetela dibakeng tse fapaneng,fhambanyisa,hambanyisa,verb,economics,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_144,dividend,dividend,isabelonzuzo / umhlomulo,isahlulo,sabelo / emasheya,isabelo / isahlukaniselo,karolelo / poelo,karolwa / searolwa,karolo / seabo,mukovhe,hakelo ya nkavelo,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_145,downswing,afswaai / daling,ukwehla ngokushesha,ukuwa koqoqosho / ukwehla koqoqosho,kwehla / kuwa,ukuhohloka,kwelotlase / phutlhamo,phuhlamo / phokotšego,putlamo ya moruo,vhutsaikonomi,ku wa ka ikhonomi,noun,economy,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_146,dumping,dumping,ukulahla umkhiqizo,ulahlelo-mveliso kwelinye ilizwe,kulahlela / inshiphi,ukuthengisabulahla,kgotholela,thekišetšontle ka ditefelo tša tlase,maraka wa majaja,vhuvhambadzi fhasi ha mutengo,ku chipisela matiko mambe,noun,of e.g. goods,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_147,duty,aksyns,intela yezokuhwebelana,irhafu yezokurhwebelana,umtselo wekuhwebelana / intsela yekuhwebelana,umthelo wezokurhwebelana,lekgetho,motšhelo / lekgetho,lekgetho / lekgetho la kgwebisano,muthelo wa zwiṱunḓwa,xibalo,noun,economy,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_148,economic aid,ekonomiese hulp,usizo kwezomnotho,ukuncedana kwamazwe kwezoqoqosho,lusitomnotfo,isizo kezomnotho,thusoikonomi,thušo go tša ikonomi,thuso ya moruo / phallelo ya moruo,thuso ya ikonomi,mpfuno wa swa ikhonomi,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_149,economic cycle,ekonomiese siklus,uguquguquko kwezomnotho,uguquguquko kwezoqoqosho / ukutshintsha-tshintsha kwezoqoqosho,ingucungucukomnotfo,umzombelezo womnotho,modikoikonomi,phetogophetogo ya tša ikonomi,phetoho matleng a moruo / lefeto la moruo,mutevheṱhaḓu wa ikonomi,ntsanyuko na nkhanyano wa ikhonomi,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_150,economic growth,ekonomiese groei,ukukhula komnotho,uhlumo kuqoqosho,lukhulomnotfo / kukhula kwemnotfo,ukukhula komnotho / ukuhluma komnotho,kgoloikonomi,kgolo go tša ikonomi,kgolo ya moruo,nyaluwo ya ikonomi,nkulo wa ikhonomi,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_151,economic implosion,ekonomiese inploffing,ukufadalala komnotho,ufadalalo kuqoqosho,luwomnotfo / lwehlomnotfo,ukufadalala komnotho / umtjhono,phutlhamoikonomi,phuhlamokgolo ya tša ikonomi,putlamo ya moruo,u wa ha ikonomi,hirimuko wa ikhonomi,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_152,economic indicator,ekonomiese aanwyser,inkombamnotho,isalathisi soqoqosho,inkhombamnotfo,ikomba yezomnotho,tshupaikonomi,tšhupetšo ya maemo a tša ikonomi,tshupamoruo,tsumbavhuvha ha ikonomi,xikombo xa ikhonomi,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_153,economic loss,ekonomiese verlies,ukulahlekelwa kwezomnotho,ilahleko kuqoqosho,lulahlekomnotfo / kulahlekelwa kutemnotfo,ilahlekelo kezebhizinisi,tatlhegeloikonomi,tahlegelo go tša ikonomi,tahlehelo moruong,ndozwo ya ikonomi,ndzahlekelo wa ikhonomi,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_154,economic sanctions,ekonomiese sanksies,unswinyo kwezomnotho,ukwayo kwezoqoqosho,lunswinyomnotfo,ukutlinywa kezomnotho,thibelokgwebisano / kemisokgwebisano,dikiletšo go tša ikonomi,dikotloqobello tsa moruo,nyiledzo dza ikonomi,swikhirho swa ikhonomi,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_155,economic security,ekonomiese sekuriteit / ekonomiese sekerheid,ukuvikeleka kwezomnotho,ukhuselo kwezoqoqosho,luvikelomnotfo,ukuvikeleka kezomnotho,tshireletsoikonomi,tšhireletšo ya tša ikonomi,tshireletso moruong,tsireledzo ya ikonomi,nsirhelelo wa ikhonomi,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_156,economic system,ekonomiese stelsel,uhlelo lwezomnotho,inkqubo yoqoqosho,luhlelomnotfo,irherholawulo lezomnotho,thulaganyoikonomi / mokgwaikonomi,tshepetšo ya tša ikonomi,tsamaiso ya moruo,sisteme ya ikonomi,sisiteme ya ikhonomi,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_157,efficiency wage,doeltreffendheidsloon,umholo wokukhuthaza,umrholo wenkuthazo,umholosikhutsati,umrholo okhuthazako / umrholosikhuthazi,mogolothotloetso,mogolotlhohleletšo / mogolo wo o lekanego,moputsokgothatsi,magavheloṱhuṱhuwedzi / muholo wa u ṱuṱuwedza vhashumi / malamba ṱhuṱhuwedzi,muholo wa vuswikoti,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_158,elasticity,elastisiteit,ukuguquguquka,usabelo kwinguqu-maxabiso / i-elastisithi,lizingamnotfo leligucugucukako,isilinganisobambelelo,phetogophetogo / taologo,phetophetogo ya go hlolwa ke boemo bja theko / phetophetogo ya go hlolwa ke boemo bja poreisi,phetophetoho,muelo wa u gonya na u tsa ha mitengo / muelonyanyuwo,ntsanyukontsanyuko,noun,economics,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_159,electronic funds transfer,elektroniese fondsoorplasing / EFO / elektroniese geldoorplasing / EGO,udlulisomali ngezobuchwepheshe / i-EFT,ukuthumela imali nge-inthanethi / i-EFT,lundlulisomali ngekwe-elekthroniki / lundlulisomali nge-inthanethi / i-EFT,ukudlulisa imali ngethungelelwanohlanganiso / i-EFT,tshutisomadiseeleketeroniki,phetišo ya tšhelete ka se eleketheroniki / EFT,ho transfera tjhelete ka elektroniki / EFT,phiriselo ya masheleni ya eḽetroniki / EFT,hundziso wa mali hi xiilekitironiki / HMX,noun,the system,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_160,employment rate,indiensnamekoers / werkverskaffingskoers,izingasilinganiso lokuqashwa,izinga lengqesho,silinganisokucashwa,isilinganiso sokuqatjhwa,kelothapo / kelokhiro,kelokhiro ya bašomi / kelokhiro ya ba go šoma,sekgahla sa kgiro,tshikala matholele a vhashumi,mpimo wa matholele ya vatirhi,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_161,end-user,eindgebruiker,umsebenzisimpahla,umsebenzisi,umsebentisi,umsebenzisi / umsebenzisipahla,modirisi,modiriši / mošomiši,mosebedisi,mushumisi / murengi,mutirhisi,noun,economics,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_162,enterprise,onderneming,ibhizinisi,ishishini,ibhizinisi / inkampani,irhwebo,setlamo,kgwebo,kgwebo,bindu,bindzu,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_163,entrepreneur,entrepreneur / ondernemer,umsungulimabhizinisi,usomashishini,somabhizinisi,usomabhizinisi / umtlamibhizinisi,mogwebi,mogwebi,mohwebi ya thutuhang,ramabindu,n’wamabindzu,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_164,environmental tax,omgewingsbelasting,intela yezemvelo,irhafu yogcino-ndalo,umtselo weluvikelomvelo / intsela yeluvikelomvelo / intsela yekungcolisa imvelo / umtselo wekungcolisa imvelo,umthelo wesilaphazo lebhoduluko,lekgethotikologo / lekgethotlamo,motšhelo wa tšhilafatšo ya tikologo,lekgetho la tikoloho,muthelo wa tshikafhadzo ya mupo,xibalo xa swa mbangu,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_165,equilibrium point,ewewigspunt,izingakulingana,izinga lokulingana kwemfuno nemveliso,lizinga lesimokulingana semkhicito,izinga lokulinganiseka,ntlhatekatekano,ntlhatekatekano,ntlhatekano,vhuimo ha ndinganyiso,xiyimo xa ndzinganelo,noun,economics,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_166,equilibrium price,ewewigsprys,inanikulingana,ixabiso lokulingana kwemfuno nemveliso,simokulingana sentsengo,intengo yokulinganiseka,tlhotlhwatekatekano,theko ya tekatekano,theko ya tekano / ntlhatekano thekong,mutengo wa ndinganyiso,ntsengo wa ndzinganelo,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_167,equity,ekwiteit,isabelokulingana,izixhobo zotyalo-mali kwiimarike zemali,emandla esabelolusiso / sabelosisindvo lesilinganisiwe / sabelomnotfo lesenetisako,izabelo ezithengiweko,kabo,setseka ka kgwebong / ekhwithi,ikhwithi,mikovhe,nkavelo lowu vekisiweke,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_168,equity risk premium,ekwiteitsrisikopremie,isibonelelo sotshalomali,imbuyekezo kutyalo-mali olunomngcipheko,inzuzotabelo lengenabungoti,umvuzo wezabelo ezinganangozi,porimoamokabotshosetso,putseletšo godimo ga setseka / putseletšo godimo ga ekhwithi,primiamo ya ikhwithi e se nang kotsi,mutengo ndindamikovhe,mbuyeloengetelo wa swixungetotsongo,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_169,excess returns,oormaatopbrengs,inzuzo edlulele,imbuyekezo ethe kratya,intalo lendlulele / inzuzo lendlulele,inzuzo eyeqileko,dipoelophetiso,koketšo go lešokotšo / tefelotlaleletšo go lešokotšo,poello e fetang e lebelletsweng,nyengedzedzo ya mbuelo,mbuyelo wo tlula mpimo,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_170,exchange rate,wisselkoers,izingasilinganiso soshintshomali lwamazwe,ixabiso lotshintsho-mali / umyinge wotshintsho-mali,silinganiso seluntjintjanisomali / silinganiso selucatsanisomali / silinganiso selucatsanisosisindvomali,izinga letjintjiselwanomali / ubungako bokurweyila / isilinganiso sokurweyila,kelokananyo,keloneelano ya tšhelete,sekgahla sa phapanyetsano,maraga wa thengiselano,mpimocincisano,noun,economics,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_171,excise,aksyns,intela yempahla enobungozi,irhafu yeemveliso ezinobungozi,umtselo wemphahlatsite / intsela yemphahlatsite,umthelopahla wangekhaya,lekgethotirelothoto,motšhelo wa dithoto le ditirelo,lekgetho la dimpe,muthelondangi,xibalo xa nhundzu,noun,tax,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_172,excludability,uitsluitbaarheid,ukuvalelwa ngaphandle kwabathengi,ukuvalelwa ngaphandle,lukhweshisontsengo / luvimbelantsengo / intsengokuvimbela,ukukhawulelwa kwabanganamandla wokuthenga,kgethologo,thibelo ya tšhomišo,thibelo ya ba sa kgoneng,khethululo,nsivelo,noun,economics,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_173,exemption,vrystelling,ukukhululwa enteleni,ukungahlawuliswa rhafu,intselasibonelelo,ukungatheliswa,kgololo / tlhaolo,go se patedišwe motšhelo / go se lefišwe motšhelo,phokoletso ya lekgetho / phokoletso ya kgafa,tshayamuthelo,nkatheriso,noun,tax,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_174,expected return,verwagte opbrengs,imbuyiselo elindelekile,imbuyekezo elindelekileyo,intalo lelindzelekile / inzuzo lelindzelekile,inzuzo elindelekileko,poelotsholofelwa,lešokotšo leo le hutšwago / letseno leo le lebeletšwego,poello e lebelletsweng,mbuelo ndavhelelwa,mbuyelo lowu languteriweke,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_175,expenditure,uitgawe / besteding,izindleko,inkcitho / iindleko,incitfomali / tindleko,iindleko,ditshenyegelo,ditshenyegelo,ditshenyehelo,tsheledemviswa,ntirhiso wa mali,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_176,expenditure tax,uitgawebelasting / bestedingsbelasting,intela yezindleko,irhafu yenkcitho / irhafu yeendleko,intsela yencitfomali / intsela yetindleko,umthelo weendleko,lekgethotshenyegelo,motšhelo wa ditshenyegelo,lekgetho la ditshenyehelo / kgafa ya ditshenyehelo,muthelo wa tsheledemviswa,xibalo xa ntirhiso wa mali,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_177,expense,onkoste / uitgawe,izindleko,inkcitho / iindleko,tindleko / tincitfomali,iindleko,tshenyegelo,tshenyegelo,tshenyehelo,tsheledemviswa,mali leyi tirhisiweke,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_178,explicit costs,eksplisiete koste,izindleko ezisobala,iindleko ezicacileyo,tindleko letisobala / tindleko leticacile,iindleko ezazekako,tuelopontsheng / tshenyegelopontsheng,ditshenyegelo tšeo di bonagalago,ditjeo tse totobetseng / ditshenyehelo tse totobetseng,ndifho i re khagala,tihakelo leti nga rivaleni,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_179,expenditure,uitgawe / besteding,izindleko,inkcitho / iindleko,incitfomali / tindleko,iindleko,ditshenyegelo,ditshenyegelo,ditshenyehelo,tsheledemviswa,ntirhiso wa mali,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_180,expenditure tax,uitgawebelasting / bestedingsbelasting,intela yezindleko,irhafu yenkcitho / irhafu yeendleko,intsela yencitfomali / intsela yetindleko,umthelo weendleko,lekgethotshenyegelo,motšhelo wa ditshenyegelo,lekgetho la ditshenyehelo / kgafa ya ditshenyehelo,muthelo wa tsheledemviswa,xibalo xa ntirhiso wa mali,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_181,expense,onkoste / uitgawe,izindleko,inkcitho / iindleko,tindleko / tincitfomali,iindleko,tshenyegelo,tshenyegelo,tshenyehelo,tsheledemviswa,mali leyi tirhisiweke,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_182,explicit costs,eksplisiete koste,izindleko ezisobala,iindleko ezicacileyo,tindleko letisobala / tindleko leticacile,iindleko ezazekako,tuelopontsheng / tshenyegelopontsheng,ditshenyegelo tšeo di bonagalago,ditjeo tse totobetseng / ditshenyehelo tse totobetseng,ndifho i re khagala,tihakelo leti nga rivaleni,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_183,export,uitvoer,ukuthumela emazweni,uthengiso-mpahla kwamanye amazwe / uthumelo-mpahla kwamanye amazwe,tfumela kulelinye live / tsengisela lelinye live,-thumela ngaphandle / -thengisela ngaphandle,romelantle,go romela ntle,-romela ka ntle,vhambadzelannḓa / vhambadzela mashangoḓavha,rhumela ematikweni mambe,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_184,export credit,uitvoerkrediet,isikweletu sokuthumela emazweni,i-akhawunti yomthengisi kwamanye amazwe,sikweleti setitfunyelwa ngaphandle / sikweleti setitsengiselwa ngaphandle,isikolodo sokuthenga ngaphandle / isikwelede sokuthenga ngaphandle,sekolotothomelontle,sekoloto sa diromelwantle,mokitlane wa ho romela ka ntle / krediti ya ho romela ka ntle,thendela tshikolodo ya u vhambadzela nnḓa,xikweleti xo rhumela ematikweni mambe,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_human_social_economic_and_management_sciences_terminology_185,exports,uitvoer / uitvoere,okuthunyelwa emazweni,impahla ethunyelwa kwamanye amazwe,titfunyelwangaphandle,ipahla ethunyelwa ngaphandle / okwenzelwa amaphandle,diromelwantle,diromelwantle / diišwantle,diromelwakantle,zwivhambadzelwa nnḓa,swirhumeriwa ematikweni mambe,noun,,,,,,,,,,,,,,,,,,,,,
