id,eng,afr,zul,xho,ssw,nbl,tsn,nso,sot,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
dsac_multilingual_soccer_terminology_65,cramp,kramp,ijaqamba,inkantsi / inkwalithethe / ikrempu / ikrampu,imfinyezi / emajacamba,imbodongwana / ikrempe,kgogegomesifa / kerempe,namanakhunyelo / namanakhunyedi / kerempe,kerempe,krempe / khwethedzi,kirempe,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_66,create space / run off the ball,'n gaping skep / 'n spasie skep,ukuvula isikhala,ukuvula ikroba / ukuvula isithuba,vula sikhala,-vula,bula,bula,bula / kgea,u vula tshikhala,pfula xivandla,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_67,cross,dwarsskopaangee / dwarsskop,ibhola elivundlayo,ukukhrosa / ukuhlasela ngokuxwesisa ibhola,kugoba,umvundlo,kobo / khoroso / kgabagantsho,koba,phethiso / tshediso,khuroso / u govha,khiroso / nghovo,noun,,,,,,,,,,,,,kobo,,,,,,,,
dsac_multilingual_soccer_terminology_68,crossbar,dwarsbalk / dwarslat,ipali elivundlile,ipali enqumlezileyo,lipali lelivundlile / lipali lelisetulu,ipali elivundlileko,palekgabaganyo / kotakgabaganyo,pala ya ka godimo,marulelo a mekwallo,pala ya nga nṱha,pala ya le henhla,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_69,crossfield pass,dwarsveldaangee,ukuvundlisa ibhola,ukupasa ibhola ngokuyixwesisa ibala / ukutshintsha ibala,kuvundlisa ibhola,ukudlulisa ngokuqamula,thagokgabaganyo,thago ya go putla / thago ya go ngaya lepatlelo,thaho e paroletsang,bola i buḓaho,ntsemakanyiso wa bolo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_70,cup final,bekereindstryd / eindstryd,umdlalo wamanqamu,umdlalo wamanqam / umdlalo wamagqibela kankqoyi,umdlalo wemancamu,iphaliswano lamaphelelo lebhigiri / iphaliswano lokugcina lebhigiri,makgaolakgang a sejana / makgaolakgang a sekgele,makgaolakgang a sebjana,makgaolakgang,mutambo wa makhaulakhani / mutambo wa makhaulatshele,ntlangu wo hetelela wa khapu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_71,curler / banana kick,krulskop,ukukhahlela ingwegwe / ukukhahlela ingobela,ibhanana / umsiko obugophe,kusika ibhola / ibhanana,umsiko / igomba,panana / kobi,mosego,tswapetso / koropetso,khuyo / tsonga,nsongo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_72,curtain raiser,voorwedstryd,imbulamazolo / imbulambethe,umdlalo wokutshayelela / umdlalo oyingabula-zigcawu / imbula-mbethe,umdlalo wekubhula ematolo,ibhulambethe / umvulakundla,matlhagolatsela,makgoraditsela,papadi e hlekang sebae / papadi ya selelekela / papadi e fifiellang,mutambothangeli,ntlangu wo kukula rivala,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_73,cut,swenkskop / systap,umjiko osikayo / umjiko onqamulayo,ukuphamba / ukusika,kutfubeleta nebhola,ukufahla,tshego / go sega / tshutlhelelo,go šwahla / go šohla,ho tswedipana,u tshea,ntsemakanyo,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_74,dangerous play,gevaarlike spel,ukudlala okuyingozi,ukudlala rhabaxa / ukudlala kakubi / ukudlala okuyingozi,kudlala lokuyingoti,ukudlala okuyingozi,tshamekomakgwakgwa,papadi ya kotsi / papadi ya makgwakgwa / thaloko ya kotsi / thaloko ya makgwakgwa,papadi e kotsi,matambele a khombo / matambomavhi,tlangelo ro biha,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_75,dead ball,die bal is dood / dooie bal,ibhola elimile / ibhola elinganyakazi,ibhola esamisiweyo / ibhola efileyo,ibhola lemile / umbekelo,ibholo esajanyisiweko,kgwele e e suleng,kgwele ye e emego / bolo ye e emego,bolo e emisitsweng,bola yo imaho,bolo leyi vekiweke ehansi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_76,debut,debuut,ukudlala okokuqala eqenjini,ukudlala okokuqala eqeleni,kudlala kwekucala ecenjini,ukudlala kokuthoma esiqhemeni,tlhagelelo la ntlha,papadi ya mathomo ya mmapadi / papadi ya mathomo ya moraloki,papadi ya pele ya sebapadi,u tamba lwa u thoma kha thimu,ntlangunxambilo,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_77,defective ball,foutiewe bal / foutbal,ibhola elingalungele ukudlalwa,ibhola engekho mgangathweni,ibhola lengakalungeli kusetjentiswa / ibhola lengekho ezingeni,ibholo engakalungeli ukudlala,kgwele e e sa siamelang motshameko,kgwele ye e sego ya maleba / kgwele ye e sa amogelegego,bolo e sa amoheleheng / bolo e dipha,bola i sa tendelwi u shumiswa kha mutambo,bolo yo ka yi nga lulamangi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_78,defence / backline,verdediging,abadlali basemuva,ukuvingca amazibuko / ukuvala amazibuko / ukuvala ngasemva,bavimbeli / bavikeli,ivikelo / ikhandelo,tshireletso,bohlabaneladino / leboto / tšhireletšo,dibapadi tse tshireletsang / lebota / lekgwakgwa,vhutambamurahu,nsirhelelo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_79,defender / fullback,verdediger,umdlali wasemuva,umdlali wasemva / uvingc'amazibuko / umkhuseli / idifenda,umdlali wasemuva / sitobha / umvimbi,umkhandeli,mosireletsi / motshamekamorago,mohlabaneladino / mošireletšadino,mosireletsi,mutambamurahu,mutlangandzhaku,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_80,defending champions,verdedigende kampioene,ompetha abavikela isicoco,iintshatsheli ezikhusela intshinga,boshampeni labavikela indzebe,iinkutani ezivikela unongorwana,basireletsabosimega / basireletsasejana / basireletsasekgele,bašireletšasefoka,bomampodi ba sireletsang sekola,vhatsireledzavhugweṋa,vasirhelelaxidlodlo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_81,deflection,defleksie,ukushayisa kwebhola liphambuke,ukubetheka kwebhola iphambuke,kuphambuka,iphambuko,phapogo,phamogo / phapogo,kgeloho ya bolo,u pambuswa,njhiko,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_82,derby,derby,umdlalo womkhaya,umdlalo wobukhaya / umdlalo wamaqela aphuma kwingingqi enye,umdlalo wabomkhaya,umdlalo womkhaya,motshameko wa diselammapa,papadi ya dihlopha tša tikologo,papadi ya dihlopha tsa lehae / dabi,mutambo wa thimudzapo,ntlangu wa xin'wanamanana,,,,,,,,,,,,,,tabi,,,,,,,,
dsac_multilingual_soccer_terminology_83,diagonal system of control,diagonale kontrolesisteem,uhlelo lukanompempe lokuhambisana nebhola,indlela kasompempe ebaleni,indlela yekulawula ngekujubela,irherho lokulawula elivundlako,tsela ya moletsaphala / tsela ya molaolamotshameko,mosepeloputla wa malokwane,mokgwa wa taolo ya papadi,sisteme ya ndaulo ya u buḓa,matsemakanyelo ya n'watipempe,,,,,,,,,,,,,,,,,,,,matshimbilele,,
dsac_multilingual_soccer_terminology_84,direct free kick,direkte vryskop,ukukhahlela ibhola liqonde,ukukhaba ibhola yesohlwayo ngqo,kukhahlela ungabangiswa,umrarhosimahla onqophileko,thago e e tlhamaletseng,thagothwi ya go se šitišwe,motoba,thahothwii,ndzawonkongomo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_85,disciplinary sanction,tugstappe,ukujezisa / isijeziso,isohlwayo,sigwebo / sijeziso,ukukhalima,kgalemo / teleko / kobo,kgalemo / go raka / go ntšha,teleko / kgalemo,vhukando ha ndaṱiso,nxupulo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_86,dissent,verskil,ukuphikisana nesinqumo,ukungavumelani nosompempe / ukuphikisana nosompempe,kweyana,ukungavumelani nesiqunto / ukuphikisana nesiqunto,tlhokamaitsholo,go se dumelelane / go se kwane,ho se dumellane,u nyadza tsheo,ku honisa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_87,diving header,duikkopskoot,ukushaya ibhola ngekhanda utshuza emoyeni,ukubetha ibhola ngentloko udayiva emoyeni / ukubetha ibhola ngentloko uwuza emoyeni,kuntjuzela ibhola ngenhloko,ukutjuzela ibholo ngehloko,go thula ka tlhogo ka thapamo,go thula kgwele ya tlase ka go e tabogela,ho fofela bolo ka hlooho,u rwa bola nga ṱhoho u tshi khou wa,ku gomola bolo u ri emoyeni,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_88,double caution,dubbele geelkaart / tweede geelkaart,ukuxwayisa kabili,ukohlwaywa okwesibini ngekhadi elimthubi,kwecwayiswa kabili / emakhadi lamabili laliphuti,ukuyeleliswa kabili,neelokarata ya bobedi,go bontšha mmapadi dikarata tše pedi papading ye tee / go fa mmapadi dikarata tše pedi papading ye tee / go bontšha moraloki dikarata tše pedi papading ye tee / go fa moraloki dikarata tše pedi papading ye tee,tlhokomediso ya bobedi,u wana garaṱaṱaḓa luvhili,ntshinyo wa vumbirhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_89,double-footed,dubbelvoetig,odlala ngezinyawo zombili ngokulingana,ukukhaba nangaluphi na unyawo ngokulinganayo,lodlala ngatotimbili,-dlalako ngeenyawo zombili ngokulingana / -sebenzisako iinyawo zombili ngokulingana,tirisodinaopedi,wa go bapala ka maoto ka moka ka go lekana / wa go raloka ka maoto ka moka ka go lekanela,-rahang ka maoto a mabedi,mutambangamilenzhe yoṱhe,ku tirhisa milenge hinkwayo ku fana,adjective,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_90,double-footed player / two-footed player,dubbelvoetige speler,umdlali osebenzisa izinyawo zombili ngokufanayo,umdlali okhaba nangaluphi na unyawo ngokulinganayo,umdlali ngatotimbili,umdlali odlala ngeenyawo zombili ngokulingana / umdlali osebenzisa iinyawo zombili ngokulingana,motshameki wa dinaopedi,mmapala ka maoto ka moka / moraloka ka maoto ka moka,seraha ka a mabedi,mutambangamilenzhe yoṱhe,mutlangi wo tirhisa milenge hinkwayo ku fana,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_91,double-header,dubbeldoortoernooi,imidlalo elandelanayo enkundleni eyodwa,imidlalo emibini elandelelanayo kwibala elinye ngamininye,imidlalo lemibili nkhundlanye,imidlalo emibili ngokulandelana kundlanye,metshameko e mebedi mo lebaleng le le lengwe,dipapadi tše pedi tša go ralokwa ka go šielana lepatlelong le tee,papadi tse pedi lebaleng,mitambo mivhili huthihi,mitlangu mimbirhi hi ku siyerisana,noun,,,,,,,,,,,,,e salana morago,,,,,,,,
dsac_multilingual_soccer_terminology_92,draw,onbesliste uitslag,ukudlala ngokulingana,ukuba ntanganye / ukudlala ngokulingana,kudlala ngekulingana,ukudlala ngokulingana,maleka,maleka,maleka,u tamba u lingana / u wa mafhuri,ku tlanga ku ringana,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_93,dressing room / change room,kleedkamer,igumbi lokugqokela / indlu yokugqokela,igumbi lokunxibela abadlali / igumbi lokutshintshela,intjintjawozi,ikumba yokwembathela,phaposiboaparelo / boaparelo jwa batshameki,phapošiboaparelo,phaposi ya boitokiso / phaposi ya boitlhophiso,lufhera lwa u ambarela,kamara ro ambalela,,,,,,abadlali / abadlali,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_94,dribble,dribbel,-jika / -dribula,ubuchule bokuphamba ngebhola / ukudribula / ukudriblisha,-veyisa / -jika / -ntjintja / -drebula,-retjha / -dribula,go tshasa / go tšheya / go sega / go tiribola,tšhea / thelela / thala,fetisa / fohla,ḓaḓisa,xandza,verb,,,,,,,,,,,,,,,,,,,,,mutlangi
dsac_multilingual_soccer_terminology_95,drop ball,skeidsregtersbal,ukubhampisa ibhola / ukugqoma ibhola,ukuwiswa kwebhola ngusompempe kuqhubeke umdlalo,kubhampa ibhola,indlela yokuthomisa umdlalo ngusofengwana,tigokgwele,go tentiša kgwele / go pampiša kgwele,ho qadisa papadi hape,u bammbisa bola,bolo yo wisiwa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_96,dummy run,flousbeweging / flouslopie,ukudidisa,ukuphamba abadlali / ukubhidisa abadlali,kulahlisa umkhondvo / kudukisa umkhondvo,ukulahlekisa / ukudurhisa,go latlha / go phasamisa,mokitimo wa go gakantšha,ho lahlehisa,u ḓaḓisa,ku lahlekisa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_97,duration,duur / tydsduur,isikhathi somdlalo,ixesha eliqingqelwe umdlalo / ixesha elisikelwe umdlalo,sikhatsi lesibekelwe umdlalo,isikhathi esibekiweko,paka,nakotekanyetšo,nako,tshifhinga,nkarhi,,match,,wedstryd,,,,,,sikhatsi,,umdlalo,,,,,ya papadi,,,mutambo,,wa ntlangu
dsac_multilingual_soccer_terminology_98,emblem,embleem / kenteken,uphawu,imbasa,luphawu / imbeji,itshwayo,sekano,leswao / seka / emboleme,letshwao,tshigaṱhalu,mfungho,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_99,equaliser,gelykmaker,igoli lokulinganisa,inqaku lokulinganisa / inqaku lokuba ntanganye,ligoli lekulinganisa,igondelo lokulinganisa,tekanyadino,ntlha ya go lekalekanya dino,ntlha ya tekano,tshikoro tsha u linganya,golo yo ringanisa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_100,extra time / overtime,ekstra tyd,isikhathi esengeziwe,ixesha elongeziweyo,sikhatsi lesengetiwe,isikhathi esingezelelweko,paka e e okeditsweng,nako ya kokeletšo,nako e ekeditsweng,tshifhinga tsho engedzwaho,nkarhi wo engetela,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_101,Fédération Internationale de Football Association / Federation of International Football Associations / FIFA,FIFA / Internasionale Sokkerfederasie,i-FIFA / iNhlangano Elawula Ezikanobhutshuzwayo Emhlabeni,iFIFA / uMbutho waMazwe eHlabathi weBhola eKhatywayo,i-FIFA / Lubumbanotinhlangano Telibhola Letinyawo Temave Ngemave,i-FIFA / iHlangano yeBholo eRarhwako yeenHlangano zamaZwe ngamaZwe,FIFA / Mokgatlho wa Boditšhaba wa Kgwele ya Dinao / MBKD,FIFA / Mokgatlokopano wa Boditšhabatšhaba wa Kgwele ya Maoto,FIFA / Mokgatlo wa Matjhaba wa Bolo,FIFA / Ṱhanganelano ya Madzangano a Bola ya Milenzhe a Dzitshakatshaka,FIFA / Nhlangano wa Bolo wa Misava,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_102,FIFA fair play trophy,FIFA-skoonspeltrofee,indebe yokuziphatha kahle ye-FIFA,indebe yokuziphatha kakuhle yeFIFA / indebe yokudlala kakuhle yoMbutho waMazwe eHlabathi weBhola eKhatywayo,indzebe yekudlala kahle ye-FIFA,unongorwana we-FIFA wokudlala kuhle,Sekgele sa FIFA sa Motshameko o o phepa / Sejana sa FIFA sa Motshameko o o phepa,mogopo wa FIFA wa thaloko e botse / sebjana sa FIFA sa thaloko e botse,mohop e wa FIFA wa papadi e ntle,tshiphuga tsha FIFA tsha vhuḓifari havhuḓi,khapu ya tlangelo ro basa ra FIFA,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_103,FIFA world cup,FIFA-wêreldbeker,indebe yomhlaba ye-FIFA,indebe yehlabathi yeFIFA / indebe yehlabathi yoMbutho wamaZwe eHlabathi weBhola eKhatywayo,indzebe yemhlaba ye-FIFA,ibhigiri yephasi ye-FIFA,Sekgele sa Lefatshe sa FIFA / Sejana sa Lefatshe sa FIFA,mogopo wa FIFA wa lefase / sebjana sa FIFA sa lefase,mohop e wa lefatshe wa FIFA,Tshiphuga tsha Ḽifhasi tsha FIFA,khapu ya misava ya FIFA,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_104,final,eindstryd / finaal,umdlalo wamanqamu,umdlalo wamanqam / umdlalo wamagqibela kankqoyi,umdlalo wemancamu / emancamu,umdlalo wokugcina / umdlalo wamaphelelo,makgaolakgang,makgaolakgang,makgaolakgang,makhaulatshele / makhaulakhani,ntlangu wo hetelela,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_105,final leg,finale been / finale rondte,umlenze wokugcina,umjikelo wokugqibela / umjikelo wamagqibela kankqoyi,umlente wekugcina / imidlalolichunge yekugcina,umlenze wokugcina / umlenze wamaphelelo,leoto la makgaolakgang,legato la mafelelo la phadišano / leoto la mafelelo la phadišano,mokgahlelo wa makgaolakgang / papadi ya makgaolakgang tlhodisanong,mulenzhe wa u fhedza,nenge wo hetelela,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_106,first division,eerste liga,isigaba sokuqala,iligi enganeno kweyoompondo zihlanjiwe,sigaba sekucala seligi,iligi yokuthoma,lliki e kgolwane,lliki ya mathomo ya dihlopha tša ka tlase,divishene ya pele,khethekanyo ya u thoma,ligi yo sungula,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_107,first half,eerste helfte,isiwombe sokuqala,isiqingatha sokuqala somdlalo / isigaba sokuqala somdlalo,sigamu sekucala / incenye yekucala,isiquntu sokuthoma,karolo ya ntlha,karolo ya pele ya papadi,karolo ya pele,luṱa lwa u thoma,xiphemu xo sungula,,match,,wedstryd,,,,,,umdlalo,,umdlalo,,,,,,,,,,xa ntlangu
dsac_multilingual_soccer_terminology_108,first leg,eerste been,umlenze wokuqala,umjikelo wokuqala,umlente wekucala,umlenze wokuthoma,leoto la ntlha,legato la pele la phadišano / leoto la pele la phadišano,mokgahlelo wa pele,mulenzhe wa u thoma,nenge wo sungula,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_109,fixture,wedstrydbepaling,uhlelomdlalo / ukuhlelwa kwemidlalo,uluhlu lwemidlalo / ucwangciso lwemidlalo,luhlelomidlalo,irherho lemidlalo,thulaganyotshameko / lenaneotshameko,peakanyetšo ya dipapadi / lenaneothulaganyo la dipapadi,lenane la dipapadi,nzudzanyo ya mutambo,xikombamatlangelo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_110,flagpost,vlagpaaltjie,uthi lweduku / uthi lwefulegi,uluthi lweflegi,sikhonkhwane sembhelebhele,ipali leflarha,pale ya folaga,thatana ya folaga / phatana ya folaga,palo ya folakga,tshiimisafuḽaga / thanda ya fuḽaga,pala ya mujeko,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_111,flick,aangee,-dlulisa ngekhanda / -yeqisa ngekhanda,ukuthwibila ibhola ngentloko / ukudlulisela ngemva ibhola ngentloko,-engcisa ibhola ngenhloko,-eqisa ngehloko,go tlodisa ka tlhogo,go fetiša ka go tshediša kgwele ka hlogo,tlodisa,u pfukisa bola nga ṱhoho,tlurisa bolo hi nhloko,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_112,footballer,sokkerspeler,umdlali kanobhutshuzwayo,umdlali webhola ekhatywayo,umdlali webhola,umdlali webholo erarhwako,motshameki,mmapadi wa kgwele ya maoto / sebapadi sa kgwele ya maoto / moraloki wa kgwele ya maoto / seraloki sa kgwele ya maoto,sebapadi,mutambi wa bola,mutlangi wa bolo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_113,foot up,voetfout,ukuphakamisa unyawo,imposiso yokuphakamisa unyawo,kuphakamisa lunyawo,ukuphakamisa inyawo,go tsholetsa leoto,go emiša leoto ge o foša kgwele,phoso ya ho phahamisa leoto,u takusa mulenzhe,ku yimisela nenge ehenhla,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_114,formation,formasie,ukuhleleka kwabadlali,ihlelo labadlali,kuhleleka kwebadlali / luhlelembisobadlali,ukuhleleka kwabadlali,thulaganyotshameko / sebopego,peakanyo ya babapadi ka lepatlelong / peakanyo ya baraloki ka lepatlelong,sebopeho / tlhophiso,kuvhekanyele kwa vhatambi,mayimelo ya vatlangi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_115,foul play,gemene spel / vuilspel,ukudlala kabi,ukudlala kakubi,kudlala kabi,ukudlala kumbi,tshameko e e sa dumelelwang / tshameko e e fosagetseng,papadi ya go se amogelege / thaloko ya go se amogelege,papadi e fosahetseng,u sa tamba zwavhuḓi,tlangelo ro hoxeka,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_116,foul throw,foutingooi,ukuphosa kabi,ukujula gwenxa / ukuphosa gwenxa,kuphosa kabi,ukuphosa kumbi,tatlhelo e e sa dumelelwang / tatlhelo e e fosagetseng,tahlelo ye e fošagetšego ya kgwele,tahlelo e fosahetseng,vhukhakhi ha u posa,hoxelo ro hoxeka,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_117,fourth official,vierde beampte / vierde skeidsregter,unompempe wesine,igosa lesine lomdlalo,umlawulimdlalo wesine,isiphathiswa sesine,mothusamolaolamotshameko wa tlaleletso / mothusamoletsaphala wa tlaleletso / motlhankedi wa bone / mothusamotsereganyi wa tlaleletso,mothušamalokwane yo a lego pankeng,ofisiri ya bone,muofisiri wa vhuṋa,mupfunan`watipempe wa vumune,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_118,fracture,beenbreuk / fraktuur,ukuchachamba / ukuvaveka / ukuphuka,ukuchachamba kwethambo,kufafabuka / kwephuka,ukwephuka / ukusasamba,thobego,go robega lerapo / go palega ga lerapo,ho robeha,mvunḓeo,mpandzeko,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_119,free kick,vryskop,ukukhahlela okukhululekile,ibhola ekhatyelwa isohlwayo,kukhahlela ungabangiswa,umrarhosimahla,thagotlhamalalo,thago ya go se šitišwe / thagothwi,thaho e sa sitisweng,thahawoga,ndzahonkankavanyeto,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_120,free transfer,gratis oorplasing / vry oorplasing,ukukhululwa komdlali mahhala,ukukhululwa komdlali felefele / ukukhululwa komdlali ngaphandle kwentlawulo,kukhululwa mahhala,ukudluliselwa simahla,tshutiso ya mahala / tshutiso ntle le tuelo,go išwa sehlopheng se sengwe ntle le tefo,tokollo ntle le tefo,u pfuluwa mahala,ku hundzisa mahala,,,,,,,,,,,,,,,,,,,,,,mutlangi
dsac_multilingual_soccer_terminology_121,friendly match,vriendskaplike wedstryd,umdlalo wobungani / umdlalo wesihle,umdlalo wobuhlobo,umdlalo webungani,umdlalo wobungani,motshameko wa botsalano,papadi ya segwera / thaloko ya segwera,papadi ya setswalle,mutambo wa vhukonani,ntlangu wa xinghana,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_122,goal,doel,igoli,inqaku,ligoli,igondelo,nno,nno / ntlha,ntlha,tshikoro,golo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_123,goal area,doelgebied,emapalini,umhlaba kanozinti,indzawo yasomapali / indzawo yamendi,indawo kasomapali / indawo kamendi,karolodino,lefelo la dino,sebaka sa mekwallo,vhunwo,xivandla xa le tipaleni,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_124,goalkeeper / goalie,doelwagter,unozinti,unozinti / ugoli,somapali / mendi,usomapali / umendi,moganadino / mothibadino / mosireletsadino / menti,moswaradino,sethibathibane,mulindavhunwo,n'watipala,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_125,goalkeeper coach,doelwagterafrigter / doelwagterbreier,umlolongi wonozinti / umqeqeshi wonozinti,umqeqeshi kanozinti,umceceshi wasomapali / umceceshi wamendi / umlolongi wasomapali / umlolongi wamendi,umbanduli kasomapali / umbanduli kamendi,mokatisamoganadino / mokatisamothibadino / mokatisamosireletsadino / mokatisamenti,mohlahlamoswaradino / morutantšhimoswaradino,mokwetlisi wa sethibathibane,mugudisamulindavhunwo,mudzaberi wa n'watipala,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_126,goal kick,inskop uit doelgebied,ukususwa kwebhola emapalini,ukuqala umdlalo kumhlaba kanozinti,kususwa kwebhola emapalini,ukuthomisa ukudlala kumendi,thago go tswa dipaleng / go dima,thago go tšwa dipaleng,thaho e qadisang papadi mekwallong,u takusa bola kha vhunwo,bolo yo susiwa etipaleni,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_127,goal line,doellyn,umugqa osemapalini,umda webala oneepali / umda webala onezinti,umugca wemapali / umlayini wemapali / umugca wemagoli,umuda wamagondelo,moladino,mothalo wa bonošadino,mola wa mekwallo / moedi wa mekwallo,mutalo wa vhunwo,ntila wa tipala,,,,binne doelhok,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_128,goalpost,doelpaal,amapali,izinti / iipali,lipali,ipali,pale / kota,kota ya ka thoko ya bonošadinong / pala ya ka thoko ya bonošadinong,palo ya mekwallo / tshiya ya mekwallo,pala ya vhunwo,pala,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_129,goalscorer,doelskopper,umshayigoli,umfaki-nqaku,umshayiligoli,umbethigondelo,monosanno,monwešanno / monošantlha,mohlabantlha,mukori / munwisi,muhowisi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_130,golden ball award,gouebal-toekenning,umklomelo womdlali ovelele,imbasa yebhola yegolide,umklomelo wemdlali lohlabene / umklomelo wemdlali lovelele,unongorwana webholo wegolide / unongorwana webholo werhawuda,kabo ya motshameki yo o gaisitseng,sefoka sa FIFA sa go fiwa moraloki yo mokaonekaone / sefoka sa FIFA sa go fiwa mmapadi yo mokaonekaone,kgau ya bolo ya kgauta,tshiphuga tsha bola ya musuku,sagwadi ra mutlangi wo hlawuleka,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_131,golden shoe award / golden boot award,goueskoen-toekenning,umklomelo womshayimagoli ovelele,imbasa yesihlangu segolide,umklomelo wemfakimagoli lohlabene / umklomelo wemfakimagoli lovelele,unongorwana wenyathelo legolide / unongorwana wenyathelo lerhawuda,kabo ya monosadino yo o gaisitseng,sefoka sa FIFA sa go fiwa monošadino tše ntši,kgau ya seeta sa kgauta,tshiphuga tsha tshienda tsha musuku,sagwadi ra muhowisinkulu wa FIFA,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_soccer_terminology_132,half-time / half-time interval,rustyd,isikhathi sekhefu,isiqingatha somdlalo / ikhefu,likhefu / sikhatsi sekuphumula,isikhathi sokuphumula,nako ya boikhutso / nako ya go kgwa mowa,nako ya go khutša,nako ya kgefutso,tshifhinga tsha u awela,nkarhi wo wisa,,,,,,,,,,,,,,,,,,,,,,
