id,eng,afr,zul,xho,ssw,nbl,tsn,nso,sot,ven,tso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,zul_pos_or_descriptor,zul_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info,ssw_pos_or_descriptor,ssw_pos_or_descriptor_info,nbl_pos_or_descriptor,nbl_pos_or_descriptor_info,tsn_pos_or_descriptor,tsn_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info,sot_pos_or_descriptor,sot_pos_or_descriptor_info,ven_pos_or_descriptor,ven_pos_or_descriptor_info,tso_pos_or_descriptor,tso_pos_or_descriptor_info
dsac_multilingual_mathematics_dictionary_r_to_6_150,clock face / face of the clock,gesig van die horlosie,ubuso bewashi,ubuso bewotshi,buso beliwashi,ubuso bewatjhi,sefatlatshupanako,sefahlego sa sešupanako / bokapele bja sešupanako,sefahleho sa watjhe,phanḓa ha watshi,xikandza xa wachi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_151,clockwise,klokgewys,njengokuhamba kwewashi,ejikelezela ngasekunene,umjikelelosekudla / umjikelosawashi,khambisana nomzombe wewatjhi / jikelezela ngesidleni,mojeng,mmagojeng,motsamao wa watjhe,tshi watshi,fambelo-tlhelo ra xikomba-nkarhi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_152,close / near,naby,sondele / duze,kufuphi / sondeleyo / kufutshane,dvute,tjhideleko,gaufi,kgauswi,haufi,tsini,kusuhi,"closer, closest / adverb",,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_153,closed,geslote,gimbici / valekile,valekileyo / evalekileyo,-valiwe / -valekile,valiweko,tswaletswe,tswalegile,kwetswe,-valeaho / valwa,pfalekile,see also open shape / adjective,shapes,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_154,clue,wenk / aanduiding,inkombasisombululo / insizasisombululo,umkhondo / ufifi,umkhondvo / insita / iklu,umtlhala / isifaniselo / umkhondo,motlhala,tlhahli / mohlala,lesedi,nḓila / kubuli,vuthala,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_155,code,kode,isazisi / ikhodi,ikhowudi,ikhodi,ikhowudi / umtlolofihlo,khoutu,khoutu,khoutu,khoudu,khodi,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_156,code number,kodenommer,inombolosazisi / ikhodinombolo,inombolo yekhowudi,ikhodinombolo / ikhodinamba,inomboro yekhowudi,palotlhaolo,nomoro ya khoutu,nomoro ya khoutu,nomboro ya khoudu,nomboro ya khodi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_157,coin,munt / muntstuk,uhlamvumali / uhlamvu lwemali,ukhozo lwemali / ingqekembe,luhlavumali / buhohlo / ikhoyini,ihlavu yemali,papetlana / ledi,tšhelete ya tšhipi,tjhelete ya tshepe,ḽingwende / khoini,xingwece,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_158,collect,insamel,qoqa,qokelela,gcogca,buthelela,kgobokanya / kokoanya,kgoboketša,bokeletsa,-kuvhanganya,hlengeleta,,statistics,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_159,colour,kleur,umbala,umbala,umbala / idayi / ipendi,umbala / umfunda,mmala,mmala,mmala,muvhala / u khaḽara / u khiraya / u pennda,muhlovo,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_160,column,kolom,uhla / uhlu / ikhalamu,uluhlu / ikholam,ikholomu,ikholomu,kolomo,kholomo,kholomo,khoḽumu,kholomo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_161,combination,kombinasie,inhlanganisela,indibaniso,inhlanganisela / indidiyelo,ihlanganiso / ihlanganisela,kopanyo,kopanyo,kopanyo,ṱhangano / u ṱanganyisa,nhlengelo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_162,comma,komma,ukhefana,isiphumlisi,ikhoma / likhefu,ikhoma,phegelwana,khoma / fegelwana,feelwane,khoma,hefemulo,",",,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_163,common elements,gemeenskaplike element,okufanayo,amalungu afanayo / iimpawu ezifanayo,emalungafana / emalungamvama,amalunga ajayelekileko,dielemente tse di tshwanang,dielemente tše di hwetšagalago gohle,elemente tse tshwanang,miraḓo ya sethe i fanaho / zwiga zwine zwa fana,swo kumeka hala ni hala,usually used in the plural,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_164,common fraction / simple fraction / vulgar fraction,gewone breuk,iqhezu elijwayelekile,iqhezu eliqhelekileyo / iqhekeza / iqhezu / iqhezu elixhaphakileyo,lucetumvama / lucetufanana,icezu elijayelekileko,palophatlogale,palophatloditlwaelwa,sekoto se sa tlwaelehang,mbalo dza zwipiḓa / tshipiḓa zwatsho,xiphemu xa ndzukano / xiphemu xa vhaliga / xiphemu xo olova / xiphemu xa ntolovelo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_165,commutative,kommutatief,ukumiswa kwezinombolo,eguqukelayo,-ngalandzeli mgomo / luphawulandzelana,hlanakelekako,refosanang,palophatlotatelano,e ka fetofetolwa,khomuthethivi,hundzuluxeka,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_166,commutative property / order property,kommutatiewe eienskap,ukumiswa kwezinombolo,uphawu-guquko / uphawu lolungelelwano / uphawu lolandelelwano,-neluphawu lwekungalandzeli mgomo,ihlelo elihlanakelekako,mokgwathefosano,molawana wa phapantšhotatelano / mokgwa wa phapantšhotatelano,molawana wa tlhophiso,mulayo wa khomuthethivi / mulayo wa thevhekanyo / mulayo wa nzudzanyo,ku cinca vundhawu bya nomboro / maendlele ya hundzuluxelo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_167,compare,vergelyk,qhathanisa,thelekisa,catsanisa,medanisa / madanisa,bapisa,bapetša,bapisa,-vhambedza,pimanyisa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_168,comparison,vergelyking,isiqhathaniso,uthelekiso,catsanisa,imadaniso,papiso,papišo,papiso,mbambedzo,mpimanyiso,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_169,compass,kompas,inkombamagumbi,isalatha-mbombo / ikhampasi,sikhombamagumbi / ikhampasi,isikhombamagumbi / ikhampasi,tshupantlha / kompase,tšhupakhutlo / khamphase,khomphase,khamphasi / tsumbasia,khompasi,see also pair of compasses,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_170,compass point / point of the compass,windstreek / kompasstreek,umcijo wekhampasi,incopho yesalatha mbombo / isalathambombo / incam yekhampasi,umcijo wekhampasi / umcijo wesikhombamagumbi,itlobo lesikhombamagumbi / itlobo lekhampasi,ntlha ya kompase,mathoko a khamphase,ntlha ya khompase,sia ḽa khamphasi / sia ḽa tsumbasia,poyinti ya khompasi / makumu ya khompasi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_171,complete,volledig,qedile / phelile,epheleleyo,-phelele,-pheleleko,feletse,feletše,phethahetseng,-fhelaho / u fhedzisa / u ḓadzisa,heleleke,adjective,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_172,complete,voltooi / volledig maak,qedela,gcwalisa / gqibezela,cedzisa / cedzela,qedelela / phelelisa,fetsa,fetša,qetella,-fhedza,hetisa,verb,,,bv. ‘n ruimte,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_173,complete circle,volle sirkel / volledige sirkel,indilinga ephelele / isiyingi esiphelele,isangqa esipheleleyo,indingilizi lephelele / indilinga lephelele,isiyingilizi esipheleleko / indulungu epheleleko,sediko se se feletseng,sediko se se feletšego,sedikadikwe se phethahetseng,tshitendeledzi tsho fhelelaho / sekeḽe yo fhelelaho,xirhendzevutana xo hetiseka,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_174,complete statement,volledige verklaring,imininingwane ephelele,ingxelo epheleleyo,sitatimende lesiphelele,isitatimende esipheleleko,kgato e e feletseng,setatemente se se feletšego,setatemente se phethahetseng,tshitatamennde tsho fhelelaho,rungula ro hetiseka / xitatimendhe xo hetiseka,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_175,complex calculation,saamgestelde berekening,isibalombaxa / isibalo esiyindida,ubalo oluxananazileyo / ubalo oluntsokothileyo,sibalo lesiyimphicabadzala / sibalo lesitiyile,isibalo esirareneko / isibalo esihlangahlangeneko,palelotswako / palelotharaano,palelo ye e raraganego,tshebetso e rarahaneng,kushumele tserekano kwa mbalo / murekanyotserekano,nkhakhuleto wa mpfilungano,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_176,computer,rekenaar,isigcinalwazi / ikhompuyutha,ikhompyutha,ngcondvomshini / ikhompuyutha,ikhomphyutha,khomphiutara,khomphutha,khomphiyuta,khomphiyutha,khompyuta,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_177,computer calculation,rekenaarberekening,ukubala ngesigcinalwazi,ubalo lwekhompyutha / ubalo ngekhompyutha,kubala ngangcondvomshini / sibalo sangcondvomshini,ukubalisisa ngekhomphyutha,palelokhomphiutara,palelo ya khomphutha,tshebetso ya khomphiyuta,murekanyo nga khomphiyutha / u vhalela nga khomphiyutha,nkhakhuleto wa khompyuta,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_178,concept,begrip / konsep,umqondo,ingqikelelo / ingqiqo,umcondvo,umqondo,kgopolo,kgopolo / kakanyo,mohopolo,ipfi / khontsephuti / tshiteṅwa,xianakanywa / khonsepe,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_179,conceptualise,konseptualiseer / begryp,qondisisa / cabangisisa,qiqa / ukuqiqa,kwakha sitfombemcondvo,pha umqondo / kha umqondo,popokgopolo,go gopodišiša,ho fihlela mohopolo,-humbulela,khonsepicwalayiza,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_180,cone,keël / kegel,ikhoni / okuyisiyingilizi ngaphansi,ikhowuni / ikhoni,ikhoni,isikurwana / imbumbulo,topo,khoune,khounu,khounu,khoni,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_181,congruent shapes,kongruente vorms,imidwebo efanancamashi / imidwebo elinganayo,ukumila okulingana nxa zonke,imidvwebofanana / imidvwebolingana,amajamo alinganako,dibopegotshwano,dibopego tša go swana / dibopegotshwani / dibopegotshwano,dibopeho tse tshwanang,zwivhumbeo zwi fanaho na u eḓana,swivumbeko-fanana,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_182,congruent triangles,kongruente driehoeke,onxantathu abalinganayo,unxantathu olingana nxa zonke / oonxantathu abalingana nxa zonke,bocalatsatfufanana / bocalatsatfulingana,aboncantathu abalinganako,dikhutlotharo - tshwano,dikhutlotharo tša go swana / dikhutlotharotshwano / dikhutlotharotshwani,kgutlotharo tse tshwanang,ṱhofunḓeraru dzi fanaho na u eḓana / khuḓararu dzi fanaho na u eḓana,tiyinhla-nharhu-fanana / tithirayiengele to fana,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_183,connect / join,verbind,xhumanisa,hlanganisa / dibanisa,hlanganisa / jomelela,hlanganisa,gokaganya / tshwaraganya,kopantšha / swaraganya,hokela,ṱanganya / -ṱuma,hlanganisa / thuma,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_184,connecting lines,verbindingslyne,imigqa exhumanisayo,imigca ehlanganisayo / imigca ehlangeneyo / imigca edibeneyo,imigca lehlanganisako / imigca lejomelelako,imida ehlanganisako,melakgokaganyo / melatshwaraganyo,methalokopanyi,mela e hokelanang,mitalo ya u ṱumanya / mitalo ya u ṱanganya,tilayeni to hlanganisa,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_185,consecutive number,opeenvolgende getal,izinombolo ezilandelanayo,inani elilandelelanayo / inani elilandelayo,inombolo lelandzelako,iinomboro ezilandelanako,dipalotatelano,nomorotatelano,palo tse latelanang,nomborothevhekano / mbalo dzine dza tevhelana,tinomboro-landzelelana,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_186,constant,konstante,okungaguquki / okumiyo,inani okanaye isixa esingaguqukiyo / engaguqukiyo,ngantjintji / ngagucuki,hlalanjalo,-tlhomameng,sa fetogego,e sa fetoheng,-sa shanduki,xo tshama tano / xo ka xi nga cinci,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_187,constant function,konstante funksie,uphawu olungaguquki,umsebenzi ongaguqukiyo / umthetho ongaguqukiyo,umsebenti longantjintji,umsebenzi ohlala unjalo,palelotlhomamo,khii ya sebaledi ya go fa karabo,kamano e sa fetoheng,mushumo u sa shanduki,xitirhisiwa xo tshama tano,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_188,contain,bevat,qukethe,iqulethe / qulatha,cukatsa / mumatsa,mumatha,-na le,na le / go akaretša / akaretša,- na le / - kentse / - tshetse,-faredza,tamela,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_189,container,houer,isiqukathi,isiqulatho / isikhongozelo,sicukatsi / simumatsi,isimumathi,setshodi / setshelo / seduti,setšhelo,setshelo,tshifaredzi,xitamelo / khonteyinara,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_190,content,inhoud,okuqukethwe / okumumethwe / okuphethwe,umthamo / isiqulatho,lokucuketfwe,okumumethweko,mothamo,dikagare,dikateng / dikahare,zwi re ngomu / zwifaredzwa,swileti leswi nga ndzeni,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_191,continue / proceed,voortgaan / gaan voort,qhubeka,qhubeka,chubeka,ragela phambili,tswelela,tšwela pele,tswella,u ya phanḓa / -bvela phanḓa,ku yisa emahlweni,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_192,conversion,omsetting,inguquko,inguquko / uguqulo,ingucuko / luntjintjo,itjhuguluko,phetolelo,phetogo,phetolelo,-tshanduko,ku hundzuluxa xivumbeko,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_193,convert,omsit / herlei,guqula,guqula,-gucula,tjhugulula,fetolela,fetola,fetola,-shandukisa,cinca / hundzuluxa,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_194,copy,kopie,umfuziselo / ikhophi,ikopi,ikhophi,ikhophi / isisalela,kopiso,khophi / sengwalollwa,khopi,khophi,khopi,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_195,copy,kopieer,kopisha / yenza kufane,ukukopa,kopa / kophela,kopulula,kopisa,go kopolla / go kopiša,kopitsa / qopitsa,-kopa,kopisa,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_196,corner,hoek,ichopho,ikona / incam,likhona,ikhona / ihugu,sekhutlo,sekhutlo,vetheks,khuḓa,khona / jiko,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_197,correct,korrigeer,qondisa / lungisa,lungisa,lungisa,lungisa,siamisa,phošaolla,lokisa,-lulamisa / -khakhulula,lulamisa,verb,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_198,correct answer,regte antwoord / korrekte antwoord,impendulo eqondile / impendulo eyiyo,impendulo efanelekileyo / impendulo echanekileyo,imphendvulo lelungile / imphendvulo mbamba / imphendvulo lengiyo,ipendulo elungileko / ipendulo ekungiyo,karabo e e nepagetseng / karabo e e siameng,karabo ya maleba / karabo ya nnete,karabo e nepahetseng,phindulo yone / phindulo ya vhukuma,nhlamulo-nene,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_199,correction,korreksie,ukulungisa,isilungiso / ulungiso,silungiso / kulungisa,isilungiso,tshiamiso,phošaollo,tokiso,ndulamiso,ndzulamiso,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_200,correct sequence,korrekte volgorde,ukulandelana okuyikho,indlela yezilungiso / ulandelelwano olufanelekileyo,luhlu lolungilo / kulandzelana lokungiko,ilandelano elingilo / ukulandelana ekungikho,tatelano e e siameng,tatelano ya maleba,tatelano e nepahetseng,mutevhe wone,nxanxamelo lowu lulameke,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_201,correspond,ooreenkom,hambisana / vumelana,ukungqinelana / ukuhambelana / ukusebenzisana,-hambisanako / -hambisana na / -hambisa ne,-khambelanako,tsamaelana,kwana,dumellana / nyallana / tsamaellana,elana / ṱutshelana,yelana,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_202,cost,koste,intengo,ixabiso / indleko,intsengo,intengo,tlhotlhwa,theko,theko,mutengo,nxavo,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_203,count,tel,bala,bala,bala,bala,bala,bala,bala,-vhala,ku hlayela,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_204,counter,teller,isibali / umbali,umbali / isixhobo sokubala,umbali / sibali,umbali / isibali,sebadi / mmadi,mmadi / sebadi / sebaledi,mmadi / sesebediswa sa ho bala,muvhali / tshivhali,Xihlayi / Muhlayi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_205,counting rhyme,telrympie,isigqi sokubala,imvano siphelo yobalo / isicengcelezi / isingqi sokubala,imvumelwanokubala,umdumo wokubala,pinapalo,morumopadi,morethetho wa ho bala,tshidade tsha mivhalo,xinsin’wana xa nhlayelo,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_206,crayon,kryt,ikhrayoni / amapeni ambalabala okudweba,ikhrayoni,ikhrayoni,ipensela yombala / ikhrayoni,motakalala,khrayone / khala,kraeyone,khirayoni,khirayoni,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_207,create / make,skep,-akha / -enza / bumba,akha / yila / dala / ukwenza,enta / sungula / dala / camba,akha / bumba / tlama,bopa / tlhama,hlama / bopa,bopa,-vhumba / -sika,vumba / tumbuluxa / endla,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_208,cross out,skrap,khansela / cisha ngomugqa,ukuhhlaba / susa / shenxisa,khansela,khansela,bolaya,go khansela,etsa mola o parolang,-thutha nga mutalo,thunya,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_209,crossword puzzle,blokkiesraaisel,isiphicamagama,iphazile yomlabalaba / iphazili yamagama,iphazili yemagama / iphazili yetinombolo,isirarejo samagama,malepafoko,tharollontšu,malatadiana a mantswe / malepa,khanganyiso ya maipfi / mutambo wa u ṱanganya maipfi / phaziḽi ya u ṱanganyisa maipfi,xiphazamiso-marito,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_210,cube / third power,derde mag,inombolo ephindwe kathathu,ityhubhu / isiphumo,siphindvwakatsatfu / ikhiyubhu,ikhuyubhu,seraro,palokatišwatharong / khupu,khiubu,khiubu / u ḓiandisa kararu,khubu,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_211,cube / square box,kubus,isikwelebhokisi / ikhiyubhu,ibhokisi esikwere,sikwelebhokisi,ibhokisi elisikwere / ikhiyubhu,popegotaese,sekwerepokisi / lepokisi la sekwere / khupu,lebokose le sekwere,khiubu,bokisi ra xikwere / bokisi-khubu,noun,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_212,cubic centimetre / cm³,kubieke sentimeter / cm³,ikhiyubhu elinezilinganiso eziyisentimitha,isentimitha eziphindaphinde ka-3 / ityhubhikhi mitha,ikhiyubhikisentimitha,isentimitha yekhubhikhi,sentimetaraseraro,khupikisentimetara,khiubike sentimitara,khubiki senthimitha / senthimitha ya khubiki,khubiki ya sentimitara,Abbreviation,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_213,cubic metre / m³,kubieke meter / m³,ikhiyubhu elinezilinganiso eziyimitha,ityhubhiki mitha,ikhiyubhikimitha,ikhuyubhikhimitha,metaraseraro,khupikimetara,khiubike mmitha,khubiki mitha / mitha-tshararu / mitha wa khubiki,khubiki ya mitara,Abbreviation,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_214,cuboid,kuboïed / reghoekige blok,okusasikwele bhokisi,ebutshyhubhu / ityhubhoyidi / umngxu,-sasikwelebhokisi / -sadayisi / ikhiyubhodi,-njengekhiyubhikhi / -sakhiyubhikhi,popegoseraro,sebopegotaese,khiuboete,tshivhumbeo tsha khiubu,xifaniso-khubu,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_215,cup / measuring liquids,koppie,inkomishi,ikomityi,inkomishi,ikomitji,kopi,komiki,kopi,khaphu,komichi / khapu,250 ml,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_216,currency,geldeenheid,imali yalelozwe,imali yelizwe elithile / uhlobo lwemali,luhlobo lwemali / ikharensi,irherho lemali,ledi,tšhelete,tjhelete,tshelede,ximali-tiko,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_217,cursor,merker / posisiemerker,inkomba,ikhesa / isalathisi sekhompyutha,ikhesa,ikhesa,tshupane / khesa,khesa / sešupi,khesa,khesa / tsumbavhuyo ya khomphiyutha,xikombetelo / khesa,,computer,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_218,curve,kromme,igwinci,igophe,bhendile,umuda obuzombe / umuda ojikelezako,kgogoropo,modikelela,mothinya,govhe,jiko,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_219,curved,geboë / gekrom,magwinci,bugophe / gobile,libhendile / -bhendile,zombelezako / jikelezako,-kgogoropo,dukeletšego,kgopamisitswe,-govheaho,xo goveka / xo khotseka,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_220,curved line,geboë lyn / krom lyn,umugqa oligwinci,umgca onegophe / umgca ogobileyo,umugca lobhendile,umuda ozombelezako / umuda ojikelezako,molakgogoropo,mothaladi wa go dikelela,mola o kgopameng,mutalo wo govheaho / mutalo wo khevaho,layeni yo goveka / layeni yo khotseka,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_221,cylinder,silinder,isilinda,isilinda,isilinda,isilinda,selennere,silintere,silendara,siḽinda,silindara,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_222,cylindrical,silindervormig / silindries,sasilinda,busilinda / emile okwesilinda,sasilinda,-busilinda,- selennere,sesilintere,- kang silendara,tshivhumbeo tsha siḽinda,xisilindara,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_223,data,data / gegewens,ulwazingqangi / ulwazingqo,idatha / iinkcukacha,lwati / idatha,idatha / okunikelweko,tshedimosetso,tshedimošo / data / dintlhakgoboketšwa / tshedimošokgoboketšwa,pokello ya dintlha,data,datara,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_224,data collection,data-insameling / insameling van data / datakolleksie,ukuqoqwa kolwazi,uqokelelo iinkcukacha,kugcogca lwati / kugcogca idatha / lugcogcolwati,ibuthelelo ledatha / ibuthelelo lokunikelweko,kokoanyotshedimosetso,kgobokodata / kgoboketšotshedimošo,pokeletso ya dintlha,khuvhanganyo ya data / u kuvhanganya data,nhlengeleto-datara,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_225,date,datum,usuku lwenyanga onyakeni,umhla / ideyithi,lusuku,umuhla / isuku,letlha,tšatšikgwedi,mohla,deithi / datumu / ḓuvha,siku,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_226,day,dag,usuku,usuku,lilanga,ilanga,letsatsi,letšatši,letsatsi,ḓuvha,siku,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_227,days of the week,dae van die week,izinsuku zesonto,iintsuku zeveki,emalanga eliviki,amalanga weveke,malatsi a beke,matšatši a beke,matsatsi a beke,maḓuvha a vhege,masiku ya vhiki,,time,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_228,decade,dekade,ishuminyaka / ishumi leminyaka,ishumi leminyaka,lishumi leminyaka / umnyakashumi,itjhumi leminyaka,ngwagasome,ngwagasome,mengwaha e leshome,ṅwahafumi / miṅwaha ya fumi / dikheidi,lembe-xikhume / dikheyidi,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_229,decagon,dekagoon / tienhoek,unxashumi,unxa-shumi / idekhagoni,calashumi,idikhagoni,tlhakoresome,sebopego sa hlakoresome,mahlakore a leshome,khuḓafumi,yinhla-dzi-khume / dikhagoni,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_230,December,Desember,uZibandlela / uDisemba,eyoMnga / uDisemba,INgongoni / iNkhosi lenkhulu / Disemba,Unobayeni / Disemba,Sedimonthole,Disemere,Tshitwe,Nyendavhusiku,N’wendzamhala,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_231,decimal,desimaal,iqhezu lokubalwa ngokweshumi,idesimali,idesimali,idesimali,someng / tesimale,tesimale,desimale,tshifumi / desimaḽa,desimali / xikhume,,,,,,,,,,,,,,,,,,,,,,
dsac_multilingual_mathematics_dictionary_r_to_6_232,decimal collection,desimale versameling / desimale kolleksie,iqoqo leqhezu lokweshumi,uqokelelo-manani ngokwedesimali,lugcogcodesimali,ibuthelelo ledesimali,kokoanyosomeng / kokoanyotesimale,kgobokotesimale,pokeletso ya desimale,khuvhanganyo ya desimala / khuvhanganyo ya tshifumi,nhlengelo wa xikhume / nhlengelo wa xidesimali,,,,,,,,,,,,,,,,,,,,,,
