id,eng,xho,eng_pos_or_descriptor,eng_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info
uct_isixhosa_mechanical_engineering_glossary_2023_130,Bearings,ibheringi,"A machine part that supports another part which rotates, slides, or oscillates in or on it to reduce friction and wear.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_131,Bell crank,ikhrenki,"An L-shaped lever that rotates about a pivot situated where the two arms of the L meet. The angle between the arms can take any value from 0 to 360°, but 90° and 180° are the most common. Motion imposed at the end of one arm produces motion at the end of the other arm.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_132,Belleville spring washers,iBellevillewatshisi; amawatshisi kaBelleville,A conical shell which can be loaded along its axis either statically or dynamically. A Belleville washer is a type of spring shaped like a washer. It is the frusto-conical shape that gives the washer its characteristic spring.,,,
uct_isixhosa_mechanical_engineering_glossary_2023_133,Belt pulley,ipuli yebhanti,A pulley designed to drive or be driven by a belt.,,,
uct_isixhosa_mechanical_engineering_glossary_2023_134,Bench Grinder,ibhentshigrayinda; ilolo elibotshelelwayo,"A grinder, typically with a pair of grinding wheels (one at each end of the motor shaft) that is designed to be permanently mounted on a workbench. Used for shaping and sharpening the cutting edges of tools.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_135,Bevel gear pitch cone,ibheveligiyepitshi khowuni,"The pitch surface of a bevel gear, which is also known as the friction surface of a conical friction wheel. The pitch cone is the reference surface on which the teeth are machined on the bevel gear.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_136,Bevel Gears,ibheveligiye-engile,"Bevel gears are gears where the axes of the two shafts intersect and the tooth-bearing faces of the gears themselves are conically shaped. Bevel gears are most often mounted on shafts that are 90 degrees apart, but can be designed to work at other angles as well.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_137,Brakes,iziqhoboshi,"A mechanism for applying frictional resistance to the wheels of a moving vehicle, or to the driving shaft of machinery, to reduce the speed.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_138,Brinell Hardness Number,iBhrinellhadinesi namba; izinga lokomelela ngokukaBrinell,"BHN / The value of hardness of a metal on an arbitrary scale representing kg/mm2, determined by measuring the diameter of the impression made by a ball of given diameter applied under a known load.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_139,Buttress thread,ibhatresithredi; isiqinisimaqoqo,"A screw thread whose forward face is perpendicular to the screw axis and whose back face is at an angle to the axis, so that the thread is both efficient in transmitting power and strong.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_140,Cams,ikhemzi,"A component of a mechanism that imparts a prescribed reciprocating motion to a cam follower, the output element of a cam mechanism which is in contact with the cam profile. It is typically a rod which slides in a guide with a roller or shaped end (translating follower) or a pivoted arm (oscillating or rotating follower).",,,
uct_isixhosa_mechanical_engineering_glossary_2023_141,Castle nuts / slotted nuts,ikhasilinathi; inathi esisiqinisi; ibholithi,A type of hexagonal nut with a cylindrical portion above through which slots are cut so that a cotter pin or safety wire can hold it in place.,,,
uct_isixhosa_mechanical_engineering_glossary_2023_142,Chain sprocket,umzilatyathanga; umzilatsheyini,"A sprocket is a tooted wheel, or gear. A chain sprocket is a sprocket on which rides a chain that is used to rotate one object relative to another. A common example is the set of gears and chain used on a bicycle to drive the rear wheel relative to the motion of the pedals.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_143,Clash Allowance,ukunaba kwesipringi,Difference in spring length between maximum load and spring solid positions. Usually a clash allowance of 10 percent of the total spring deflection at maximum working load is provided.,,,
uct_isixhosa_mechanical_engineering_glossary_2023_144,Compression and tension springs,ukuvuleka nokuvaleka kwesipringi,"A spring whose dimension, in the direction of the applied force, reduces under the action of that force (Compression spring). A spring whose length, in the direction of the applied force, increases under the application of that force (Tensile spring).",,,
uct_isixhosa_mechanical_engineering_glossary_2023_145,Constant force extension springs,ikhonistenisifosi eksitenishinispringi,A pre-stressed flat strip of spring material which is formed into virtually constant radius coils around itself or on a drum.,,,
uct_isixhosa_mechanical_engineering_glossary_2023_146,Contact Ratio,ikhontakthireshiyo,"The ratio of the length of the path of contact of two gears to the base pitch, equal to approximately the average number of pairs of teeth in contact. Also known as contact gear ratio.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_147,Corrosion,ukunkumka; ukudleka,"The deterioration of an exposed metal surface due to electrochemical oxidation with its surroundings. In the oxidation reaction, metal atoms give up electrons which are transferred to form another chemical species by a reduction reaction, usually with hydrogen and/or oxygen.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_148,Corrosion film wear,ukudliwa ngumhlwa,A type of wear where in the corroded surface film is alternately removed by sliding and then reforming. A typical example is the wear that may occur on cylinder walls and piston rings of diesel engines burning high-sulfur fuels.,,,
uct_isixhosa_mechanical_engineering_glossary_2023_149,Crossed Helical Gears,ikhrosihelikhaligiyazi,Helical gears used in motion transmission between non-intersecting shafts.,,,
uct_isixhosa_mechanical_engineering_glossary_2023_150,Cyclical loading,isayiklikhalilowudingi,"Cyclic loading is defined as the continuous and repeated application of a load (fluctuating stresses, strains, forces, tensions, etc.) on a material or on a structural component that causes degradation of the material and ultimately leads to fatigue. Cyclic loading causes materials to deteriorate due to fatigue, often at lower loads and after a shorter time than normally expected.",,,
uct_isixhosa_mechanical_engineering_glossary_2023_151,Differential band brake,idifarenshiyalibhendibhreyiki,A band brake acting on the difference of two motions or tensions and tending to be self-tightening when the rotating part turns in the normal direction,,,
