id,eng,xho,eng_pos_or_descriptor,eng_pos_or_descriptor_info,xho_pos_or_descriptor,xho_pos_or_descriptor_info
uct_isiXhosa_statistics_glossary_196,Subtract,thabatha,"1. Add the additive inverse, e.g. a-b = a+(-b).",,"1. Dibanisa umguqulelwa wokudibanisa, umz., a-b = a+(-b).",
uct_isiXhosa_statistics_glossary_197,Subtraction,ukuthabatha,1. Addition of the additive inverse.,,1. Ukudibanisa umguqulelwa wokudibanisa.,
uct_isiXhosa_statistics_glossary_198,Sum,isam; isiphumo sokudibanisa,1. An outcome of an addition of expressions or values.,,1. Isiphumo somdibaniso wembonakalo okanye amaxabiso.,
uct_isiXhosa_statistics_glossary_199,Summation,ukudibanisa,1. Addition of a set of numbers or expressions.,,1. Ukudibanisa isethi yamanani okanye iimbonakalo.,
uct_isiXhosa_statistics_glossary_200,Supplementary angle,saplimentaliengile,1. Any two angles whose measures sum to 180 degrees.,,1.Nazipi ii-engile ezimbini ezo umdibaniso wemilinganiso yazo ingamaqondo ali-180.,
uct_isiXhosa_statistics_glossary_201,Slope,ithambeka,1. The ratio of vertical to horizontal change between any 2 points along the graph of a line.,,1. Ukwalamana kwenguqu yokuthi nkqo nokunqamleza phakathi kweencam ezi-2 ukuhamba nomgca wegrafu.,
uct_isiXhosa_statistics_glossary_202,Tangent,thanjenti,1. A line intersecting a curve at exactly one point inside a subset of the curve.,,1. Umgca othintela igophe ngqo kwincam enye ngaphakathi kwesetana yesethi yegophe.,
uct_isiXhosa_statistics_glossary_203,Term,themu; igama,"1. A value or expression involving signed numbers, variables and powers, intended to signify a single mathematical entity. (See Expression.)",,"1. Ixabiso okanye imbonakalo ebandakanya amanani asayiniweyo, izimeli-manani namani ophindaphindo, ngenjongo yokuphawula into enye yemathematika. (Jonga imbonakalo).",
uct_isiXhosa_statistics_glossary_204,Test statistic,uvavanyo lweenkcukachamanani,1. A statistic whose value is used in hypothesis testing to decide between a null hypothesis and an alternative hypothesis.,,1. Inkcukacha-manani leyo ixabiso layo lisetyenziswa kuvavanyo lwengcinga eyandulela uvavanyo ukuthatha isigqibo phakathi kwengcinga ethathwa njengenyani etshitshisiweyo nenye ingcinga eyandulela uvavanyo yakuqala.,
uct_isiXhosa_statistics_glossary_205,Theorem,thiyorem,"1. A mathematical statement or rule whose truth is deduced and proved from axioms, either directly or indirectly through prior theorems.",,"1. Inkcazo yemathematika okanye umthetho lowo inyaniso yawo ithathwa yaye ingqinwa ziintetho ezithathwa njengenyaniso, nokuba ngokungqalileyo okanye ngokungangqalanga ngeetheyorem zangaphambili.",
uct_isiXhosa_statistics_glossary_206,Triangle,trayiengile; unxantathu,1. A three-sided polygon.,,1.Ipholigoni enamacala amathathu.,
uct_isiXhosa_statistics_glossary_207,True mean,umyinge wokwenene,1. The population mean. (In contrast with Sample mean.),,1. Umndilili wamalungu. (Thelekisa [nomndilili wesampulu]),
uct_isiXhosa_statistics_glossary_208,True value,ixabiso lokwenene,1. An actual value.,,1. Ixabiso lokwenene.,
uct_isiXhosa_statistics_glossary_209,Type I error,imposiso yohlobo loku1,"1. The mistaken rejection of the null hypothesis in a hypothesis test, when that hypothesis is in fact true, and should be accepted.",,"1. Ukulahla ngempazamo ingcinga eyandulela uvavanyo etshitshisiweyo kuvavanyo lwengcinga ethathwa njengenyani, xa loo ngcinga eyandulela uvavanyo ezinyanisweni iyinyani, yaye kufuneka yamkelwe.",
uct_isiXhosa_statistics_glossary_210,Type II error,imposiso yohlobo lwesi2,"1. The mistaken acceptance of the null hypothesis in a hypothesis test, when that hypothesis is false, and should be rejected.",,"1. Ukwamkela ngempazamo ingcinga eyandulela uvavanyo etshitshisiweyo kuvavanyo lwengcinga yokuqala, xa loo ngcinga eyandulela uvavanyo ibubuxoki, yaye kufuneka ilahlwe.",
uct_isiXhosa_statistics_glossary_211,Transversal,transvesali; nqamlezayo,1. Any line that intersects another line or collection of lines.,,1.Nawuphi umgca onqamlez omnye umgca okanye ingqokelela yemigca.,
uct_isiXhosa_statistics_glossary_212,Trapezoid,traphizoyidi,1. A quadrilateral with at least one set of opposite sides in parallel.,,1. Umacalamane (i-quadrilateral) onobuncinane isethi enye yamacala achaseneyo.,
uct_isiXhosa_statistics_glossary_213,Treatment,ulawulo; usetyenzo,1. A condition that researchers can selectively administer to randomly chosen experimental units or subjects in an experimental study. The intention of the study is to make inferences about the efficacy of the treatment in achieving desired changes.,,1. Imeko leyo abaphandi banokuyilawula ngokukhethayo ukukhetha ngokungenamkhethe iiyunithi okanye abalingwa kuphononongo lomfuniselo. Injongo yophononongo kukwenza iintelekelelo malunga nokusebenza ngempumelelo konyango ekufikeleleni iinguqu ezinqwenelwayo.,
uct_isiXhosa_statistics_glossary_214,Unconditional probability,okunokwenzeka okungathandabuzekiyo,"1. The probability of occurrence of an event, assuming no other information is given.",,"1. Ithemba lokungathi isiganeko singenzeka, xa kuthathwa ukuba alukho olunye ulwazi olunikiweyo.",
uct_isiXhosa_statistics_glossary_215,Undefined,okungachazwanga,Having a quantity that is not defined or does not exist,,,
uct_isiXhosa_statistics_glossary_216,Union,umanyano,1. The union of sets A and B is the set of all elements that are either in A or in B or in both A and B.,,1. Umanyano lweesethi A no-B yisethi yawo onke amalungu akhona nokuba kuku-A okanye ku-B okanye kuzo zombini u-A no-B.,
uct_isiXhosa_statistics_glossary_217,Universal set,iseti jikelele; iseti ephangaleleyo,1. The set of all elements assumed to be relevant in a given context.,,1. Isethi yawo onke amalungu athathwa efanelekile kwimeko enikiweyo.,
uct_isiXhosa_statistics_glossary_218,Upper quartile,ikhwathayili engaphezulu,"1. A value which exceeds 75% of all data values and is less than the remaining 25% of data values. Within an ordered data set of n data values, the lower quartile occupies a rank n/4 from the maximum rank.",,"1. Ixabiso eligqitha ama-75% awo onke amaxabiso edata, yaye linganeno kwamaxabiso edata ashiyekileyo angama-25%. Phakathi kwesethi yedata ehleliweyo yamaxabiso edata angu-n, isine esisezansi sithathe udidi lwe-n/4 ukusuka kolona didi luphezulu.",
uct_isiXhosa_statistics_glossary_219,Value,ixabiso; velyu,"1. A number, obtained by observation or substitution.",,"1. Inani, elifunyenwe ngokuqwalasela okanye ngokuthathela indawo.",
uct_isiXhosa_statistics_glossary_220,Variability,variyebhilithi; ukwahlukana kwamanani,1. The spread of values in a variable or a probability distribution.,,1. Ukwendlaleka kwamaxabiso kusasazo lwesimeli-manani okanye enokwenzeka.,
uct_isiXhosa_statistics_glossary_221,Variable,variyebhuli; isimelimanani,1. A letter that represents an arbitrary numerical value.,,1. Unobumba omele ixabiso lenani lokuzithandela.,
uct_isiXhosa_statistics_glossary_222,Variance,variyensi; uhlengahlengiso locwangciso,"1. A measure of statistical dispersion of a variable, namely the average of the squared deviations of its many values from their expected value.",,"1. Umlinganiso wosasazo lwenkcukacha-manani lwento etshintshayo, kukuthi umndilili weziphambuko ezisikwere zamaxabiso amaninzi ukusuka kwixabiso lawo elilindelekileyo.",
uct_isiXhosa_statistics_glossary_223,Variation,variyeyishini; ukutshintshatshintsha,1. Contrasting appearances and measures.,,1.Thelekisa iimbonakalo nemilinganiso.,
uct_isiXhosa_statistics_glossary_224,Vector,vektha;,1. An array indicating a distance and direction in n-dimensional space.,,1.Uluhlu olubonisa umgama nomyalelo kwisithuba somlinganis ongu-n.,
uct_isiXhosa_statistics_glossary_225,Venn diagram,isazobe sikaVenn; idayagram kaVen,"1. A diagram representing a universal set and mathematical relationships between subsets, by means of overlapping regions within a rectangular figure.",,"1. Umzobo omele isethi jikelele nonxulumano lwemathematika phakathi kweesetana zesethi, ngendlela yokuqabelana kwemimandla phakathi kwesazobe esifana noxande.",
uct_isiXhosa_statistics_glossary_226,Vertex,incopho; ivetheksi,1. The endpoint of an edge of a polygon. / 2. The minimum or maximum point of a graph.,,1. Incam yesiphelo somphetho wepholigoni. / 2. Eyona ncam incinci okanye inkulu yegrafu.,
uct_isiXhosa_statistics_glossary_227,Vertical line,umgca ohlayo,1. A line of the form x = a; i.e. a line whose slope is undefined.,,1.Umgca wohlobo lwe-x = a; oko kukuthi umgca lowo ithambeka lawo lingacaciswanga.,
uct_isiXhosa_statistics_glossary_228,Volume,umthamo; ivolyum,"1. A measure of the space occupied by a three-dimensional figure, given as the number of cubic units needed to precisely fill the figure.",,"1. Umlinganiso wesithuba esithathwe sisazobe semilinganiso emithathu, onikwe njengenani leeyunithi tyhubhiki ezifunekayo ukugcwalisa isazobe ngqo.",
uct_isiXhosa_statistics_glossary_229,Whole numbers,amanani apheleleyo; howulinamba,1. The set .,"0, 1, 2, 3, …","1. Isethi engu- {0, 1, 2, 3, …}.",
uct_isiXhosa_statistics_glossary_230,x-axis,eksi-eksisi; x-eksisi; aksis ka-x; iasi ka-x,1. The horizontal axis of the rectangular coordinate system.,,1. I-eksis enqamlezayo yenkqubo yesilungelelanisi esifana noxande.,
uct_isiXhosa_statistics_glossary_231,x-coordinate,eksikhodineyishini; x-khodineyishini; ulungelelwano luka-x,1. A signed distance from the origin to a line perpendicular to the x-axis passing through a specified point. See Abscissa.,,1. Umgama osayiniweyo ukusuka kwimvelaphi yomgca othe nkqo ukuya kwi-eksis engu-x egqitha kwincam echaziweyo. Jonga i-absisa.,
uct_isiXhosa_statistics_glossary_232,x-intercepts,eksi-intasepthi; uxabo luka-x; x-intasepthi,"1. The x-values of the points where a graph crosses the x-axis; i.e. for the graph of a function f, the solutions of the equation f(x) = 0.",,"1. Amaxabiso ka-x eencam apho igrafu iwela i-eksis ka-x, oko kukuthi ukwenzela igrafu yomsebenzi ongu-f, izisombululo ze-ikhweyizhini engu- f(x) = 0.",
uct_isiXhosa_statistics_glossary_233,y-axis,wayi-aksisi; ieksis ka-y; iasi ka-y; y-eksisi,1. The vertical axis of the rectangular coordinate system.,,1. I-eksis ethe nkqo yenkqubo yesilungelelanisi esifana noxande.,
uct_isiXhosa_statistics_glossary_234,y-coordinate,wayikhodineyishini; ulungelelwano luka-y; y-khodineyishini,1. A signed distance from the origin to a line perpendicular to the y-axis passing through a specified point. (See Ordinate.),,1. Umgama osayiniweyo ukusuka kwimvelaphi ukuya kumgca othe nkqo kwi-eksis engu-y egqirha kwincam echaziweyo. Jonga umgca othe tyaba onxusene nasiphi isilungelelanisi.,
uct_isiXhosa_statistics_glossary_235,y-intercepts,uxabo luka-y; wayi-intasepthi; y-intasepthi,"1. The y-values of the points where a graph crosses the y-axis; i.e. for the graph of a function f, the value of f(0).",,"1. Amaxabiso ka-y eencam apho igrafu iwela i-eksis ka-y; oko kukuthi, ukwenzela igrafu yomsebemzi ka-f, ixabiso lika- f(0).",
uct_isiXhosa_statistics_glossary_236,Zero exponent,iziroeksponenti,1. A non-zero expression or value raised to the power 0. The resulting value is always 1.,,1. Imbonakalo engenguye unothi okanye ixabiso lenani lokuphindaphinda elingu-0. Isiphumo sexabiso ngamaxa onke ngu-1.,
