id,eng,afr,nso,eng_pos_or_descriptor,eng_pos_or_descriptor_info,afr_pos_or_descriptor,afr_pos_or_descriptor_info,nso_pos_or_descriptor,nso_pos_or_descriptor_info
up_glossary_campus_84,Old Arts,Ou Lettere,,Hatfield,UP Archives UP Arts UP Arts Observation Conservation Facility UP Museums,Hatfield,UP Argief UP Kunste UP Kunste Voorwerpbewarings- fasiliteit UP Museums,,"Bolotadingwalwa bja UP
Bokgabo bja UP
Senolofati sa Pabalelo ya
Temogo ya Bokgabo bja UP
Dimuseamo tsa UP"
up_glossary_campus_85,Old Chemistry,Ou Chemie,,Hatfield,Blue Room Campus Kiosk Information Governance Project Language Unit Quality Unit Web Office,Hatfield,Blou Kamer Kampuskiosk Inligtingbestuursprojek Taaleenheid Kwaliteitseenheid Webkantoon,,"Phaposi ye Talalerata
Kiosk ya Khamphase
Protseke ya Taolo ya
Tshedimoo
Lekala la Dipolelo/Maleme
Lekala la Boleng
Ofisi ya Wepe"
up_glossary_campus_86,Old Merensky,Ou Merensky,,Hatfield,Edoardo Villa Museum and Collection Mimi Coertse Collection Van Wouw Collection,Hatfield,Edoardo Villa-museum en -versameling Mimi Coertse-versameling Van Wouw-versameling,,"Museamo wa Edoardo Villa le
Kgobokanyo/ Kgoboketo
Kgobokanyo/Kgoboketso ya
Mimi Coertse
Kgobokanyo/Kgoboketso ya
Van Wouw"
up_glossary_campus_87,Op't Hoek,Op't Hoek,,Hatfield,Student Affairs,Hatfield,Studentesake,,Merero ya Baithuti
up_glossary_campus_88,'Ou Kantoortjie*,Ou Kantoortjie,,Hatfield,Student Affairs,Hatfield,Studentesake,,Merero ya Baithuti
up_glossary_campus_89,Plant Sciences Complex,Plantwetenskappe- kompleks,,Hatfield,Plant Science,Hatfield,Plantkunde,,Saense ya Dimela
up_glossary_campus_90,'Pophuis',Pophuis,,Hatfield,Student Affairs,Hatfield,Studentesake,,Merero ya Baithuti
up_glossary_campus_91,Rautenbach Hall,Rautenbachsaal,,and Aula / Hatfield,Property Management: Theatres and Halls,"en
Aula / Hatfield",Eiendomsbestuur: Teaters en Sale,,"Taolo ya Thoto: Ditheetha le
Diholo"
up_glossary_campus_92,Roper Street main entrance,Roperstraat- hoofingang,,Hatfield,Security Services,Hatfield,Veiligheidsdienste,,Ditirelo tsa Tshireletso
up_glossary_campus_93,Stoneman,Stoneman,,Hatfield,Geology,Hatfield,Geologie,,Geologi
up_glossary_campus_94,Student Affairs,Studentesake,,Hatfield,Head: Student Affairs Student Support,Hatfield,Hoof: Studentesake Studenteondersteuning,,"Hlogo: Merero ya Baithuti
Thekgo ya Baithuti"
up_glossary_campus_95,Student Centre,Studentesentrum,,Hatfield,Student Development Xerox Coffee Buzz Bookmark Bookshop Fego Takeaway restaurants,Hatfield,Studenteontwikkeling Xerox Coffee Buzz Bookmark-boekwinkel Fego Wegneemrestaurante,,"Tweletsopele/Kaonafatso/Tlh
abollo ya Baithuti
Xerox
Coffee Buzz
Lebenkele la Dipuku la
Bookmark
Fego
Restorante ya go reka wa
sepela"
up_glossary_campus_96,Student Health Services,Studentegesondheidsd ienste,,Hatfield,Student Health Services,Hatfield,Studentegesondheidsdienste,,"Ditirelo tsa Maphelo tsa
Baithuti"
up_glossary_campus_97,Study Centre,Studiesentrum,,Hatfield,Merensky Library,Hatfield,Merenskybiblioteek,,Bokgobapuku bja Merensky
up_glossary_campus_98,Technical Services,Tegniese Dienste,,Hatfield,"Facilities Management (Campus Services, Maintenance Management, Planning and Administration, Project Management) Genetics (bio-labs) Music (Music Therapy Unit) Printing Works School of Information Technology Sci-Enza (Discovery Centre and Exploratorium) Visual Arts",Hatfield,"Fasiliteitebestuur (Kampusdienste, Onderhoudsbestuur, Beplanning en Voorsiening, Projekbestuur) Genetika (biolaboratoriums) Musiek (Musiekterapie-eenheid) Drukkery Skool vir Inligtingtegnologie Sci-Enza (Ontdekkingsentrum en Eksploratorium) Visuele Kunste",,"Taolo ya Dinolofati (Ditirelo
tsa Khamphase, Taolo ya
Tlhokomelo, Peakanyo le
Taolo, Taolo ya Protseke)
Leabela (Dilaporotori tsa
payolotsi/thutaphedi)
Mmino (Lekala la Terapi ya
Mmino)
Moomo wa Kgatiso
Sekolo sa Theknoloti ya
Tshedimoso
Sci-Enza (Senthara ya
Khumano le Eksplorotoriamo)
Bokgabo bja Pono"
up_glossary_campus_99,Theology,Teologie,,Hatfield,Biblical and Religious Studies Centre for Continuing Ministerial DevelopmentChurch History and Church Polity Curatorium of the Dutch Reformed Church Centre for Contextual Ministry Dogmatics and Christian Ethics Institute for Missiology and Ecumenical Research New Testament Studies Old Testament Studies Practical Theology Reformed Theological College Science of Religion and Missiology Theology: Dean's Office,Hatfield,Bybel- en Godsdienskunde Sentrum vin Voortgesette BedieningsontwikkelingKerkgeskiedenis en Kerkreg Kuratorium van die Nederduits Gereformeerde Kerk Sentrum vir Kontekstuele Bediening Dogmatiek en Christelike Etiek Instituut vir Sendingwetenskaplike Navorsing Nuwe-Testamentiese Wetenskap Ou-Testamentiese Wetenskap Praktiese Teologie Hervormde Teologiese Kollege Godsdiens- en Sendingwetenskap Teologie: Dekaanskantoon,,"Dithuto tsa Bibele le Bodumedi
Senthara ya
Tsweletsopele/Kaonafatso/Tlhabollo ya Boruti bjo bo
Tsweletswago
Histori ya Kereke le Mokgatlo
wa Kereke
Mokgatlo wa Kereke ye e
Mpshafaditswego ya Seholane
Senthara ya Boruti bja
Diteng/Tswalano
Boitshwaro bja Borapedi le
Sekriste
Institute ya Misiologi le
Dinyakisiso/Diphatisiso tsa
Ekhumenikhale
Dithuto tsa Testamente ye
Mpsha
Dithuto tsa Testamente ya
Kgale
Thutatumelo ya Tiriso
Kholetshe ye e
Mpshafaditwego ya
Thutatumelo
Saense ya Tumelo/Bodumedi
le Misiologi
Thutatumelo: Ofisi ya Hlogo ya
Lefapha"
up_glossary_campus_100,Thuto,Thuto,,Hatfield,Lecture Hall Complex,Hatfield,Lesingsaalkompleks,,Meago ya Diphaposiborutelo
up_glossary_campus_101,Tourism House,Toerismehuis,,Hatfield,Tourism Management,Hatfield,Toerismebestuur,,Taolo ya Boeti
up_glossary_campus_102,Tukkiewerf,Tukkiewerf,,Hatfield,Student Development,Hatfield,Studenteontwikkeling,,"Tweletsopele/Kaonafatso/Tlh
abollo ya Baithuti"
up_glossary_campus_103,Tuks Village houses and laundry,Tuks Village-huise en wassery,,Hatfield,Tuks Village,Hatfield,Tuksdorp,,Motse wa Tuks
up_glossary_campus_104,TuksSport Village,TuksSport Village,,Hatfield,Rental houses (Facilities and Services),Hatfield,Huurhuise (Fasiliteite en Dienste),,"Dintlo tsa go Rentiwa
(Dinolofati le Ditirelo)"
up_glossary_campus_105,Van der Graaf Accelerator,Van der Graaf- versneller,,Hatfield,Physics,Hatfield,Fisika,,Fisika
up_glossary_campus_106,Vergeet-My- Nie bicycle shed,Vergeet-My-Nie- fietsloods,,Hatfield,Security Services,Hatfield,Veiligheidsdienste,,Ditirelo tsa Tshireletso
up_glossary_campus_107,Vetman,Vetman,,Hatfield,Plant Science,Hatfield,Plantkunde,,Saense ya Dimela
up_glossary_campus_108,Visual Arts,Visuele Kunste,,Hatfield,Security Services Visual Arts,Hatfield,Veiligheidsdienste Visuele Kunste,,"Ditirelo tsa Tshireletso
Bokgabo bja Pono"
up_glossary_campus_109,Vygie,Vygie,,Hatfield,Student Affairs,Hatfield,Studentesake,,Merero ya Baithuti
up_glossary_campus_110,Zoology,Dierkunde,,Hatfield,Mammal Research Institute (MRI) Zoology and Entomology,Hatfield,Soogdiernavorsingsinstituut (SNI) Dierkunde en Entomologie,,"Institute ya Dinyakisito tsa
Diamusi
Thutadiphoofolo le Entomoloti"
up_glossary_campus_111,Ablution facilities at rugby,Ablusiegeriewe by rugbyvelde,,Hillcrest,"TuksSport, Sports Research and Training",Hillcrest,"TuksSport, Sportnavorsing en -opleiding",,
up_glossary_campus_112,Ablution facilities north-east of sports fields,Ablusiegeriewe noordoos van sportvelde,,Hillcrest,Sport and Property Management,Hillcrest,Sport- en Eiendomsbestuur,,
up_glossary_campus_113,Athletics Club House,Atletiekklubhuis,,Hillcrest,TuksSport,Hillcrest,TuksSport,,
up_glossary_campus_114,Athletics pavilion,Atletiekpawiljoen,,Hillcrest,TuksSport,Hillcrest,TuksSport,,
up_glossary_campus_115,Change rooms sports fields,Sportterrein-verkleegeriewe,,Hillcrest,TuksSport,Hillcrest,TuksSport,,
up_glossary_campus_116,'Sinkstoor',Sinkstoor,,Hillcrest,Main Experimental Farm,Hillcrest,Hoofproefplaas,,
up_glossary_campus_117,Cricket Club House,Krieketklubhuis,,Hillcrest,TuksSport,Hillcrest,TuksSport,,
up_glossary_campus_118,Daan Swiegers Club House,Daan Swiegers-klubhuis,,Hillcrest,TuksSport,Hillcrest,TuksSport,,
up_glossary_campus_119,Farmyard,Plaaswerf,,Hillcrest,Terrain Services,Hillcrest,Terreindienste,,
up_glossary_campus_120,Hockey Club House,Hokkieklubhuis,,Hillcrest,TuksSport,Hillcrest,TuksSport,,
up_glossary_campus_121,hpc Residence Lockers 1-4,hpc-koshuissluitkassies1-4,,Hillcrest,high performance centre,Hillcrest,high performance centre,,
up_glossary_campus_122,High Performance Centre,High Performance Centre,,Hillcrest,Legacy Room,Hillcrest,Legacy-lokaal,,
up_glossary_campus_123,Indoor Sports Centre,Binnenshuise Sportsentrum,,Hillcrest,"Biokinetics, Sport and Leisure, Sciences, Facilities: Property Management, Institute for Sports Research, Rental houses (Facilities and Services), Security Services, Sports Centre Cafeteria, Sports Centre Restaurant, TuksSport",Hillcrest,"Biokinetika, Sport- en, Vryetydswetenskappe, Fasiliteite: Eiendomsbestuur, Instituut vir Sportnavorsing, Huurhuise (Fasiliteite en Dienste), Veiligheidsdienste, Sportsentrumkafeteria, Sportsentrumrestaurant, TuksSport",,
up_glossary_campus_124,Rag Farm ablution facilities,Joolplaasablusiegeriewe,,Hillcrest,Student Development,Hillcrest,Studenteontwikkeling,,
up_glossary_campus_125,Rag Farm amphi-stage,Joolplaas-amfiverhoog,,Hillcrest,Student Development,Hillcrest,Studenteontwikkeling,,
up_glossary_campus_126,Rag Farm beer garden shed,Joolplaasbiertuinafdak,,Hillcrest,Student Development,Hillcrest,Studenteontwikkeling,,
up_glossary_campus_127,Rag Farm beer garden stage,Joolplaasbiertuinverhoog,,Hillcrest,Student Development,Hillcrest,Studenteontwikkeling,,
up_glossary_campus_128,Rag Farm float building shed,Joolplaasvlotbouafdak,,Hillcrest,Student Development,Hillcrest,Studenteontwikkeling,,
up_glossary_campus_129,Rag Farm ticket office,Joolplaaskaartjiekantoon,,Hillcrest,Student Development,Hillcrest,Studenteontwikkeling,,
up_glossary_campus_130,Rugby Club House,Rugbyklubhuis,,Hillcrest,TuksSport,Hillcrest,TuksSport,,
up_glossary_campus_131,Rugby Pavilion,Rugbypawiljoen,,LC de Villiers Stadium / Hillcrest,Sport and Property Management,LC de Villiers-stadion / Hillcrest,Sport- en Eiendomsbestuur,,
up_glossary_campus_132,Shed roof at Uitspan,Afdak by Uitspan,,Hillcrest,Human Resources,Hillcrest,Menslike Hulpbronne,,
up_glossary_campus_133,Squash courts,Muurbalbane,,Hillcrest,TuksSport,Hillcrest,TuksSport,,
up_glossary_campus_134,Swimming pool and changerooms,Swembad en kleedkamers,,Hillcrest,TuksSport,Hillcrest,TuksSport,,
up_glossary_campus_135,Swimming pool guard house,Swembadwaghuis,,Hillcrest,Sport and Property Management,Hillcrest,Sport- en Eiendomsbestuur,,
up_glossary_campus_136,Swimming pool pump room,Swembadpompkamer,,Hillcrest,Sport and Property Management,Hillcrest,Sport- en Eiendomsbestuur,,
up_glossary_campus_137,Tennis Club House,Tennisklubhuis,,Hillcrest,TuksSport,Hillcrest,TuksSport,,
up_glossary_campus_138,Uitspan Personnel Centre,Uitspan-personeelsentrum,,Hillcrest,Human Resources,Hillcrest,Menslike Hulpbronne,,
up_glossary_campus_139,Academic offices,Akademiese kantore,Diofisi tša thuto,Mamelodi,,Mamelodi,,,
up_glossary_campus_140,Administration and main entrance,Administrasie en hoofingang,Taolo le botseno bjo bogolo,Mamelodi,,Mamelodi,,,
up_glossary_campus_141,Arena,Arena,Arena,Mamelodi,,Mamelodi,,,
up_glossary_campus_142,Conference Hall,Konferensiesaal,Holo ya Dikhonferense,Mamelodi,,Mamelodi,,,
up_glossary_campus_143,Education / Geography,Opvoedkunde / Geografie,Thuto / Thutafase,Mamelodi / Mamelodi, / ,Mamelodi / Mamelodi, / ,, / 
up_glossary_campus_144,Fisika en Chemie,Physics and Chemistry,Fisika le Khemistri,Mamelodi,,Mamelodi,,,
up_glossary_campus_145,Guard house,Hekwaghuis,Ntlo ya bahlapetši,Mamelodi,,Mamelodi,,,
up_glossary_campus_146,Library,Biblioteek,Bokgobapuku,Mamelodi,,Mamelodi,,,
up_glossary_campus_147,Psychology,Sielkunde,Saekolotši,Mamelodi,,Mamelodi,,,
up_glossary_campus_148,Registration,Registrasie,Boingwadišo,Mamelodi,,Mamelodi,,,
up_glossary_campus_149,Science Centre,Wetenskapsentrum,Senthara ya Disaense,Mamelodi,,Mamelodi,,,
up_glossary_campus_150,Technical Services,Tegniese Dienste,Ditirelo tša Thekniki,Mamelodi,,Mamelodi,,,
up_glossary_campus_151,Anatomy,Anatomie,,Onderstepoort,Anatomy and Physiology,Onderstepoort,Anatomie en Fisiologie,,
up_glossary_campus_152,"Animal Experimental Unit No 1, 2, 3, 4, 5","Proefdiereenheid Nr 1, 2, 3, 4, 5",,Onderstepoort,"Veterinary Science: Administration, Ovaru/Ovane",Onderstepoort,"Veeartsenykunde: Administrasie, Ovaru/Ovane",,
up_glossary_campus_153,Arnold Theiler,Arnold Theiler,,Onderstepoort,"Director: Information Technology, Investment Management, Minolta, Onderstepoort Cafeteria, Student Health Services, Veterinary Science Library, Veterinary Science: Administration",Onderstepoort,"Direkteur: Inligtingtegnologie, Beleggingsbestuur, Minolta, Onderstepoortkafeteria, Studentegesondheidsdienste, Veeartsenykundebiblioteek, Veeartsenykunde: Administrasie",,
up_glossary_campus_154,Change rooms,Kleedkamers,,Onderstepoort,Veterinary Science: Administration,Onderstepoort,Veeartsenykunde: Administrasie,,
up_glossary_campus_155,Dog and cat kennels,Honde- en kathokke,,Onderstepoort,Onderstepoort Teaching Animal Unit,Onderstepoort,Onderstepoort-onderrigdiereenheid,,
up_glossary_campus_156,Equine Research Unit No 1,Perdenavorsingseenheid Nr 1,,Onderstepoort,Equine Research Centre,Onderstepoort,Perdenavorsingsentrum,,
up_glossary_campus_157,Faculty Building,Fakulteitsgebou,,Ethology and Physiology / Onderstepoort,"Anatomy and Physiology, Animal Production and Ethology, Blood-group Laboratory, Department of Companion Animal Clinical Studies, Director: Information Technology Services, DNA Laboratory, Facilities Management: Maintenance Services, Plant Science",Etologie en Fisiologie / Onderstepoort,"Anatomie en Fisiologie, Diereproduksie en Etologie, Bloedgroeplaboratorium, Departement Geselskapdier, Kliniese Studies, Direkteur: Inligtingtegnologie, DNA-laboratorium, Fasiliteitebestuur: Onderhouds-dienste, Plantkunde",,
up_glossary_campus_158,Faculty workshop,Fakulteitswerkswinkel,,Onderstepoort,Veterinary Science: Administration,Onderstepoort,Veeartsenykunde: Administrasie,,
up_glossary_campus_159,"Feed stores 3, 4","Voerstore 3, 4",,Onderstepoort,"Onderstepoort Cafeteria, Onderstepoort Teaching Animal Unit, Veterinary Science: Administration",Onderstepoort,"Onderstepoort-kafeteria, Onderstepoort-onderrigdiereenheid, Veeartsenykunde: Administrasie",,
up_glossary_campus_160,Feeding store,Voerskuur,,Onderstepoort,Onderstepoort Teaching Animal Unit,Onderstepoort,Onderstepoort-onderrigdiereenheid,,
up_glossary_campus_161,Formalin store,Formalienberging,,Onderstepoort,Anatomy and Physiology,Onderstepoort,Anatomie en Fisiologie,,
up_glossary_campus_162,Garage,Voertuigstoor,,Onderstepoort,"Facilities Management: Maintenance Services, Veterinary Science: Administration",Onderstepoort,"Fasiliteitebestuur: Onderhouds-dienste, Veeartsenykunde: Administrasie",,
up_glossary_campus_163,Incinerator,Verbrander,,Onderstepoort,Veterinary Science: Administration,Onderstepoort,Veeartsenykunde: Administrasie,,
up_glossary_campus_164,Milk foyer,Melkportaal,,Onderstepoort,Onderstepoort Teaching Animal Unit,Onderstepoort,Onderstepoort-onderrigdiereenheid,,
up_glossary_campus_165,Onderstepoort Veterinary Animal Hospital,Onderstepoort Veeartsenykundige Dierehospitaal,,OVAH / Onderstepoort,"Department of Companion Animal, Clinical Studies, Director: Information Technology, Eye Clinic (Ophthalmology VAH), Fancy Bird Clinic, Production Animal Studies, Tooth Clinic (VAH), Onderstepoort Veterinary, Academic Hospital, Veterinary Wildlife Unit",OVAH / Onderstepoort,"Departement Geselskapdier, Kliniese Studies, Direkteur: Inligtingtegnologie, Oogkliniek (Oftalmologie VAH), Siervoëlkliniek, Produksiedierstudies, Tandkliniek (VAH), Onderstepoort- Veeartsenykundige, Akademiese Hospitaal, Veeartsenykundige Wildlewe-eenheid",,
up_glossary_campus_166,Paraclinical,Paraklinies,,Onderstepoort,"Education Media, Equine Research Centre,Ovaru/Ovane, P+T Laboratory Department, Paraclinical Sciences Pharmacology: DPCS, Residence Affairs and Accommodation Toxicology: DPCS, Veterinary Tropical Diseases, Vigilance Centre DPCS, VRA Laboratory:DPCS",Onderstepoort,"Onderrigmedia, Perdenavorsingsentrum, Ovaru/Ovane, P+T Laboratoriumdepartement, Parakliniese Wetenskappe, Farmakologie: DPCS Koshuisaangeleenthede en Akkommodasie, Toksikologie: DPCS, Veterinêre Tropiese Siektes, Waaksaamheidsentrum DPCS, VRA-laboratorium: DPCS",,
up_glossary_campus_167,Pathology,Patologie,,Onderstepoort,"Milk Unit, Paraclinical Sciences, Pathology Laboratory: DPCS, Pathology: DPCS Building, Veterinary Public Health (DPCS)",Onderstepoort,"Melkeenheid, Parakliniese Wetenskappe, Patologielaboratorium: DPCS, Patologie: DPCS-gebou, Veeartsenykundige Openbare Gesondheid ( DPCS)",,
up_glossary_campus_168,Pathology Stable,Patologiestal,,Onderstepoort,Veterinary Science: Administration,Onderstepoort,Veeartsenykunde: Administrasie,,
up_glossary_campus_169,Pavilion,Pawiljoen,,Onderstepoort,Onderstepoort Teaching Animal Unit,Onderstepoort,Onderstepoort-onderrigdiereenheid,,
up_glossary_campus_170,Production Animal Studies,Produksiedierstudies,,Onderstepoort,"Veterinary Tropical Diseases, Production Animal Studies, Herd Health, Poultry Reference Laboratories, Director: Information Technology, Veterinary Science: Administration Epidemiology",Onderstepoort,"Veterinêre Tropiese Siektes, Produksiedierstudies, Kuddegesondheid, Pluimvee-verwysingslaboratoriums, Direkteur: Inligtingtegnologie, Veeartsenykunde: Administrasie Epidemiologie",,
up_glossary_campus_171,Sheep and cattle stables,Skaap- en beesstalle,,Onderstepoort,"Blood-group Laboratory, Onderstepoort Teaching Animal Unit, Veterinary Science: Administration",Onderstepoort,"Bloedgroeplaboratorium, Onderstepoort-onderrigdiereenheid, Veeartsenykunde: Administrasie",,
up_glossary_campus_172,Site Building,Terreingebou,,Onderstepoort,Facilities Management and Administration,Onderstepoort,Fasiliteitebestuur en Administrasie,,
up_glossary_campus_173,Squash courts,Muurbalbane,,Onderstepoort,Sports Research TuksSport,Onderstepoort,Sportnavorsing TuksSport,,
up_glossary_campus_174,Veterinary Science residence parents' house,Veeartsenykunde-koshuisouerswoning,,Onderstepoort,Staff houses,Onderstepoort,Personeelhuise,,
up_glossary_campus_175,Veterinary Science: Student Club House,Veeartsenykunde: Studenteklubhuis,,Onderstepoort,Veterinary Science: Administration,Onderstepoort,Veeartsenykunde: Administrasie,,
up_glossary_campus_176,Animal Laboratory,Dierelaboratorium,,Prinshof,Institute for Pathology,Prinshof,Instituut vir Patologie,,
up_glossary_campus_177,Basic Medical Sciences,Basiese Mediese Wetenskappe,,Prinshof,"Cafeteria BMW, Central Laboratory Complex, Community Health, Health Sciences: General, Medicine: Administration, Library BMW, Pharmacology, Surgery, Physiology",Prinshof,"Kafeteria BMW, Sentrale Rekenaarlaboratorium-kompleks, Gemeenskapsgesondheid, Gesondheidswetenskappe: Algemeen, Geneeskunde: Administrasie, Biblioteek BMW, Farmakologie, Chirurgie, Fisiologie",,
up_glossary_campus_178,Caretaker residence and garage,Opsigterswoning en -motorhuis,,Prinshof,Rental houses (Facilities and Services),Prinshof,Huurhuise (Fasiliteite en Dienste),,
up_glossary_campus_179,Daspoort Polyclinic and Outbuilding,Daspoort-polikliniek en -buitegebou,,Prinshof,Haematology,Prinshof,Hematologie,,
up_glossary_campus_180,Gas Storage,Gasberging,,Prinshof,Institute for Pathology,Prinshof,Instituut vir Patologie,,
up_glossary_campus_181,Health Sciences,Gesondheidswetenskappe,,Old Faculty Building / Prinshof,"Cafeteria: Clinical, Central Computer Laboratory, Complex, Director: Information Technology, Service, Health Sciences: General, Library: Clinical, Medicine: Administration, Research Development, Student Development",OuFakulteitsgebou / Prinshof,"Kafeteria: Klinies, Sentrale Rekenaarlaboratorium kompleks, Direkteur: Inligtingtegnologiediens, Gesondheidswetenskappe: Algemeen, Biblioteek: Klinies, Geneeskunde: Administrasie, Navorsingsontwikkeling, Studenteontwikkeling",,
up_glossary_campus_182,Hippokrates Residence,Hippokrates-koshuis,,Prinshof,Medical Residence Hippokrates,Prinshof,Mediese Koshuis Hippokrates,,
up_glossary_campus_183,HW Snyman South,HW Snyman-suid,,Prinshof,"Anaesthesiology, Cardiology, Cardiothoracic Surgery, Central Computer Laboratory, Complex, Child Health, Director: Information Technology, Family Medicine, Medicine: Administration, Human Nutrition, Internal Medicine, Library: Clinical, Health Sciences: General, Neurology, Neurosurgery, Nursing, Obstetrics and Gynaecology, Ophthalmology, Physiotherapy, Psychiatry, Radiographic Sciences, Radiology, Studio Education Innovation, Surgery, Urology",Prinshof,"Anestesiologie, Kardiologie, Kardiotorakale Chirurgie, Sentrale Rekenaarlaboratorium kompleks, Kindergeneeskunde, Direkteur: Inligtingtegnologie, Huisartskunde, Geneeskunde: Administrasie, Mensvoeding, Interne Geneeskunde, Biblioteek: Klinies, Gesondheidswetenskappe: Algemeen, Neurologie, Neurochirurgie, Verpleegkunde, Obstetrie en Ginekologie, Oogheelkunde, Fisioterapie, Psigiatrie, Radiografiese Wetenskappe, Radiologie, Ateljee-onderwysinnovasie, Chirurgie, Urologie",,
up_glossary_campus_184,Klinikala,Klinikala,,Prinshof,"Health Sciences: General, Anaesthesiology, Surgery, Family Medicine, Internal Medicine, Medical Oncology, Child Health, Orthopaedics, Radiology, Obstetrics and Gynaecology, Nursing, Urology, Neurology, Medicine: Administration, Cafeteria: Kalafong, Library: Kalafong",Prinshof,"Gesondheidswetenskappe: Algemeen, Anestesiologie, Chirurgie, Huisartskunde, Interne Geneeskunde, Mediese Onkologie, Kindergeneeskunde, Ortopedie, Radiologie, Obstetrie en Ginekologie, Verpleegkunde, Urologie, Neurologie, Geneeskunde: Administrasie, Kafeteria: Kalafong, Biblioteek: Kalafong",,
up_glossary_campus_185,New Prinshof Lecture Hall Complex,Nuwe Prinshof-lesingsaalkompleks,,Prinshof,,Prinshof,,,
up_glossary_campus_186,Occupational Therapy,Arbeidsterapie,,Prinshof,Occupational Therapy,Prinshof,Arbeidsterapie,,
up_glossary_campus_187,Oral and Dental Hospital,Hospitaal vir Tand- en Mondheelkunde,,Prinshof,"Centre for Stomatological, Research, Community Dentistry, Dental Management Sciences, Dentistry: General, Maxillofacial and Oral Surgery (MFOS), Mouth Pathology and Mouth Biology, Odontology, Orthodontics, Periodontics and Oral Medicine, Prosthodontics, Studio Education Innovation",Prinshof,"Sentrum vir Stomatologiese Navorsing, Gemeenskapstandheelkunde, Tandheelkundige Bestuurs wetenskappe, Tandheelkunde: Algemeen, Maksillofasiale en Mondchirurgie (MFOS), Mondpatologie en Mondbiologie, Odontologie, Ortodonsie, Periodonsie en Mondgeneeskunde, Prostodonsie, Ateljee-onderwysinnovasie",,
up_glossary_campus_188,Pathology,Patologie,,Prinshof,"Chemical Pathology, Forensic Medicine, Haematology, Medical Microbiology, Anatomical Pathology, Urology, Medical Virology, Human Genetics and Development, Immunology, Hans Snyckers Institute, AEK Institute for Life Sciences, Institute for Pathology, National Health Laboratories",Prinshof,"Chemiese Patologie, Geregtelike Geneeskunde, Hematologie, Geneeskundige Mikrobiologie, Anatomiese Patologie, Urologie, Geneeskundige Virologie, Mensgenetika en Ontwikkelings biologie, Immunologie, Hans Snyckers-instituut, AEK-instituut vir Lewens wetenskappe, Instituut vir Patologie, Nasionale Gesondheids laboratoriums",,
up_glossary_campus_189,Rabbit hutch,Konynstal,,Prinshof,Institute for Pathology,Prinshof,Instituut vir Patologie,,
up_glossary_campus_190,Service Quarters / Service office,Dienskwartiere / kantore,,Prinshof / Prinshof,Medicine: Administration / Medicine: Administration,Prinshof / Prinshof,Geneeskunde: Administrasie / Geneeskunde: Administrasie,,
up_glossary_campus_191,Steve Biko Hospital,Steve Biko-hospitaal,,former Pretoria Academic Hospital / Prinshof,"UP portion / Anaesthesiology, Anatomical Pathology, Child Health, Family Medicine, Medicine: Administration, Human Genetics and Development, Internal Medicine, Medical Oncology, Health Sciences: General, Neurosurgery, Nuclear Medicine, Nursing, Obstetrics and Gynaecology, Occupational Therapy, Ophthalmology, Orthopaedics, Physiotherapy, Psychiatry, Radiographic Sciences, Surgery, Urology",voorheen Pretoria Akademiese Hospitaal / Prinshof,"UP-gedeelte / Anestesiologie, Anatomiese Patologie, Kindergeneeskunde, Huisartskunde, Geneeskunde: Administrasie, Mensgenetika en Ontwikkelings biologie, Interne Geneeskunde, Mediese Onkologie, Gesondheidswetenskappe: Algemeen, Neurochirurgie, Kerngeneeskunde, Verpleegkunde, Obstetrie en Ginekologie, Arbeidsterapie, Oogheelkunde, Ortopedie, Fisioterapie, Psigiatrie, Radiografiese Wetenskappe, Chirurgie, Urologie",,
